"ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs4q01","cs4q02_1","cs4q02_2","cs4q03","cs4q04_1","cs4q04_2","cs4q04_3","cs4q04_4","cs4q04_5","cs4q04_6","cs4q04_7","cs4q04_8","cs4q04_9","cs4q04_10","cs4q04_11","cs4q04_12","cs4q05_1","cs4q05_2","cs4q05_3","cs4q05_4","cs4q05_5","cs4q05_6","cs4q05_7","cs4q05_8","cs4q05_9","cs4q05_10","cs4q05_11","cs4q05_12","cs4q06_1","cs4q06_2","cs4q07_a","cs4q07_b","cs4q08","cs4q09_1","cs4q09_2","cs4q10","cs4q11","cs4q12_a","cs4q12_b1","cs4q12_b2","cs4q13_1","cs4q13_2","cs4q14","cs4q15_1","cs4q15_2","cs4q16","cs4q17_1","cs4q17_2","cs4q18","cs4q19","cs4q20_1","cs4q20_2","cs4q21","cs4q22","cs4q23_1","cs4q23_2","cs4q24","cs4q25","cs4q26","cs4q27","cs4q28","cs4q29","cs4q30_1","cs4q30_2","cs4q31","cs4q32_1","cs4q32_2","cs4q33","cs4q34","cs4q35","cs4q36","cs4q37","cs4q38","cs4q39_1","cs4q39_2","cs4q40","cs4q41","cs4q42_1","cs4q42_2","cs4q43","cs4q44_a","cs4q44_b","cs4q44_c","cs4q44_d","cs4q44_e","cs4q44_f","cs4q45","cs4q46_1","cs4q46_2","cs4q47","cs4q48_1","cs4q48_2","cs4q49","cs4q50","cs4q51"
"03030302404",1,3,3,3,8,88,24,4,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,52,,50,2,2,35,,30,2,"WELEDIYA",52,,20,,2,5,,1,,,6,0,0,0,2,1,10,,2,0,0,0,0,1,,,1,,,1,1,2,2,,,52,,1,2,,,2,,,,,,,2,52,,1,,,2,,
"03030400906",1,3,3,4,8,88,9,6,1,0,0,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,10,2,2,45,,30,2,"WELDIYA",95,,40,,1,,,1,,,6,2,1,,2,1,0,0,1,0,0,3,1,1,,,1,,,1,1,1,1,2,,,,1,1,0,,2,,,,,,,2,45,,1,,,1,100,3000
"03030501101",1,3,3,5,8,88,11,1,2,36,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,,3,3,2,22,,8,2,"WELDIYA",96,,50,,1,,,1,,,4,0,0,,1,2,24,,1,0,0,0,0,2,24,,1,,,1,1,2,2,,,24,,1,2,,,2,,,,,,,2,76,,1,,,1,15,8000
"03030701002",1,3,3,7,8,88,10,2,1,5,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,5,,5,2,2,30,,10,2,"WLDEYA",30,,10,,2,5,,1,,,5,1,0,,2,1,5,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,30,,1,2,,,1,2,1,2,2,1,2,2,30,,2,5,,2,,
"03030801617",1,3,3,8,8,88,16,17,3,4,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,6,,1,2,2,6,,5,2,"WELDEYA",30,,11,,1,,,1,,,1,12,0,0,1,1,6,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,6,,1,1,0,,1,1,1,1,1,1,1,2,6,,2,6,,2,,
"03031001701",1,3,3,10,8,88,17,1,2,27,,1,5,6,7,,,,,,,,,,4,5,6,,,,,,,,,,27,,4,3,2,27,,10,2,"METSEDADE",98,,65,,1,,,2,27,,5,0,0,,1,1,27,,1,0,0,0,0,2,27,,1,,,1,1,1,1,1,1,,,1,1,,,1,1,1,2,1,1,1,2,27,,1,,,1,8,9000
"03040301401",1,3,4,3,8,88,14,1,4,5,,2,1,2,10,,,,,,,,,,1,2,10,,,,,,,,,,21,,1,3,2,2,,,2,"DESYE",51,,9,,2,21,,2,21,,1,4,0,,1,2,21,,1,0,0,0,0,2,21,,1,,,1,1,2,2,,,21,,1,1,0,,2,,,,,,,2,51,,2,21,,2,,
"03040600801",1,3,4,6,8,88,8,1,3,29,,2,1,2,10,,,,,,,,,,1,2,10,,,,,,,,,,12,,1,3,2,12,,20,2,"DESY",59,,47,,2,12,,2,12,,0,9,0,0,2,2,12,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,6,,1,1,0,,2,,,,,,,2,29,,2,12,,2,,
"03040901203",1,3,4,9,8,88,12,3,1,0,0,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,5,,60,2,2,28,,4,2,"DESA",28,,16,,2,5,,2,5,,0,0,0,0,2,2,5,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,5,,3,2,,,2,,,,,,,2,5,,2,5,,2,,
"03041100903",1,3,4,11,8,88,9,3,4,180,,2,1,2,3,4,5,6,7,8,9,10,11,12,3,4,9,,,,,,,,,,32,,2,3,2,32,,30,2,"DELI",180,,86,,1,,,1,,,7,3,0,,1,2,32,,1,0,0,0,0,2,32,,2,3,,1,1,2,1,1,2,32,,1,2,,,2,,,,,,,2,32,,2,32,,2,,
"03041200105",0,3,4,12,1,0,1,5,2,182,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,11,,,,,,,,,2,,11,3,1,,,,2,"DESE",182,,78,,1,,,1,,,0,1,1,,2,2,2,,1,0,0,0,0,1,,,2,3,,1,1,2,2,,,2,,1,2,,,2,,,,,,,1,,,1,,,1,300,10000
"03041402101",1,3,4,14,8,88,21,1,2,127,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,17,,4,3,2,17,,15,2,"DESE",127,,51,,2,17,,2,17,,0,2,0,,2,2,17,,1,0,0,0,0,2,17,,1,,,1,1,2,2,,,17,,1,1,0,,2,,,,,,,2,17,,2,17,,2,,
"03041600204",1,3,4,16,8,88,2,4,4,180,,2,0,,,,,,,,,,,,0,,,,,,,,,,,,23,,8,3,2,23,,8,2,"DASE",203,,77,,1,,,2,23,,4,3,1,,2,2,23,,1,0,0,0,0,1,,,1,,,1,1,2,1,2,,,,1,2,,,2,,,,,,,2,23,,2,23,,2,,
"03050101504",1,3,5,1,8,88,15,4,4,150,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,13,,1,3,2,13,,10,2,"D/BERHAN",8,,190,90,1,,,2,13,,3,2,0,,1,2,13,,2,2,2,2,2,2,5,,1,,,1,1,2,1,2,,,,1,2,,,2,,,,,,,2,32,,2,13,,2,,
"03050400305",1,3,5,4,8,88,3,5,4,84,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,22,,3,3,2,22,,8,2,"D/BEREHANE",84,,34,,1,,,1,,,5,0,0,,1,2,10,,1,0,0,0,0,2,10,,1,,,1,1,2,2,,,10,,1,2,,,2,,,,,,,2,22,,2,22,,2,,
"03050701204",1,3,5,7,8,88,12,4,4,22,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,12,,2,2,2,75,,60,2,"D/BERANE",200,,90,,2,12,,1,,,7,2,0,,2,1,12,,1,0,0,0,0,2,12,,1,,,1,1,2,2,,,12,,1,2,,,2,,,,,,,2,74,,2,12,,2,,
"03050900104",0,3,5,9,2,1,1,4,3,76,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,6,1,1,,,,2,"D/BERHAN",126,,45,,1,,,1,,,1,0,0,,1,1,0,,1,1,0,1,0,2,126,0,1,,,1,1,2,1,1,1,,,1,2,,,1,1,1,1,1,1,2,1,,,1,,,1,250,2000
"03051100307",1,3,5,11,8,88,3,7,3,40,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,18,,5,3,2,18,,8,2,"DEBIRBIRHANE",90,,32,,1,,,1,,,1,0,0,,2,1,18,,1,0,0,0,0,1,,,1,,,1,1,1,1,2,,,,1,2,,,2,,,,,,,2,90,,1,,,1,50,1500
"03051300702",1,3,5,13,8,88,7,2,4,15,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,15,,10,3,2,15,,6,2,"D/BERHAN",36,,16,,1,,,1,,,7,1,0,,1,2,15,,1,0,0,0,0,2,14,,1,,,1,1,2,2,,,4,,1,2,,,2,,,,,,,2,15,,2,15,,2,,
"03051500703",1,3,5,15,8,88,7,3,4,60,,2,0,0,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,12,,1,3,2,18,,30,2,"DABERABERANE",60,,30,,1,,,1,,,4,0,0,,2,2,12,,1,0,0,2,2,2,12,,1,,,1,1,2,2,,,18,,1,1,0,,2,,,,,,,2,18,,2,18,,2,,
"03052100808",1,3,5,21,8,88,8,8,4,169,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,27,,2,3,2,27,,,2,"D/BIRAHAN",221,,120,,1,,,1,,,13,0,0,,2,2,27,,1,0,0,0,0,2,27,,1,,,1,1,2,2,,,27,,1,2,,,2,,,,,,,2,,,2,,,2,,
"03060202603",1,3,6,2,8,88,26,3,4,137,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,12,,2,2,2,29,,10,2,"BAHEDARE",137,,56,,1,,,1,,,5,0,0,,1,2,12,,1,0,0,2,0,1,,,1,,,1,1,1,1,1,1,,,1,1,0,,2,,,,,,,2,29,,2,29,,2,,
"03060402001",1,3,6,4,8,88,20,1,4,127,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,3,,11,2,2,3,,0,2,"DEBE MAREQOSE",192,,73,,2,3,,1,,,1,1,0,,2,2,3,,1,0,0,0,0,2,3,,1,,,1,1,2,2,,,3,,1,1,,,2,,,,,,,2,3,,2,3,,1,100,
"03060602103",1,3,6,6,8,88,21,3,2,20,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,7,,30,2,2,7,,10,2,"DEBER MAREKOSE",97,,32,,2,8,,1,,,6,0,0,,2,1,10,,1,0,0,3,0,2,8,,1,,,1,1,1,2,,,8,,1,1,0,,2,,,,,,,2,8,,2,8,,2,,
"03060901807",1,3,6,9,8,88,18,7,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,5,,5,2,2,5,,3,2,"DEBRE MARKOS",22,,8,,2,5,,2,5,,6,0,0,,2,1,5,,1,0,0,0,0,2,5,,1,,,1,3,2,2,,,5,,1,1,0,,2,,,,,,,2,5,,2,5,,2,,
"03061102207",1,3,6,11,8,88,22,7,4,47,,2,6,7,8,9,,,,,,,,,5,6,7,8,9,,,,,,,,26,,6,3,2,26,,12,2,"DEBE MAREKOSE",57,,24,,2,15,,2,15,,3,0,0,,2,2,26,,1,0,0,2,0,1,,,1,,,1,1,2,2,,,15,,1,2,,,2,,,,,,,2,26,,2,26,,2,,
"03061400105",0,3,6,14,8,88,1,5,2,50,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,6,2,1,,,,2,"DEBE MARKOSE",115,,42,,1,,,1,,,2,1,0,,2,1,1,,1,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,1,0,,1,1,1,1,1,1,1,2,18,,1,,,1,20,2000
"03061601207",1,3,6,16,8,88,12,7,2,28,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,2,,5,2,2,2,,0,2,"DEBRE MARKOS",28,,11,,1,,,2,2,,7,0,0,,2,2,2,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,2,,1,2,,,2,,,,,,,2,28,,2,2,,2,,
"03070101406",1,3,7,1,8,88,14,6,4,45,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,25,,4,3,2,25,,50,2,"B/DAR",49,,44,,1,,,1,,,3,0,0,,1,2,25,,1,0,0,0,0,2,25,,1,,,1,1,2,2,,,5,,1,2,,,2,,,,,,,2,25,,1,,,2,,
"03070300105",1,3,7,3,8,88,1,5,2,32,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,30,2,2,10,,6,2,"BAHRDAR",32,,18,,1,,,1,,,4,0,0,,1,2,0,,2,0,0,0,0,1,,,1,,,1,1,1,2,,,10,,1,2,,,2,,,,,,,2,10,,1,,,1,2000,3500
"03070401302",1,3,7,4,8,88,13,2,1,3,5,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,3,5,1,1,2,12,,4,2,"GONDER",47,,15,,1,,,1,,,5,0,3,5,2,2,12,,1,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,2,,,2,,,,,,,2,12,,1,,,2,,
"03070500105",0,3,7,5,8,88,1,5,4,202,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,202,,23,2,2,1,5,30,2,"JENEKA",202,,85,,2,7,,2,2,,0,0,0,,2,2,2,,2,0,0,0,0,2,10,,2,4,,1,1,2,2,,,3,,1,2,,,2,,,,,,,2,,,2,2,,2,,
"03070502405",1,3,7,5,8,88,24,5,2,16,,1,1,2,3,4,5,6,7,8,9,10,11,12,0,,,,,,,,,,,,20,,40,2,2,50,,14,2,"B/DAR",178,,80,,2,2,,2,17,,4,0,0,,2,1,2,,1,0,0,0,0,2,17,,1,,,1,1,2,2,,,2,,1,2,,,2,,,,,,,2,20,,2,50,,2,,
"03070801402",1,3,7,8,8,88,14,2,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,7,,30,2,2,7,,4,2,"G/DARA",208,,78,,2,7,,2,7,,3,0,5,,2,1,7,,1,0,0,0,0,2,7,,1,,,1,1,2,2,,,7,,1,1,0,,2,,,,,,,2,7,,2,7,,2,,
"03071001703",1,3,7,10,8,88,17,3,2,21,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,21,,50,2,2,21,,11,2,"B/DARE",179,,70,,2,21,,2,21,,3,0,0,,2,1,7,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,5,,1,2,,,2,,,,,,,2,21,,2,21,,2,,
"03071301304",1,3,7,13,8,88,13,4,1,7,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,7,2,15,1,2,7,,10,2,"BAHERE DARE",72,,22,,1,,,1,,,5,0,6,,2,2,7,,1,0,0,2,0,2,7,,1,,,1,1,2,1,1,2,6,,1,2,,,2,,,,,,,2,7,,1,,,2,,
"03080201503",1,3,8,2,8,88,15,3,2,23,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,1,3,2,23,,15,2,"SQOTA",23,,15,,1,,,2,23,,4,0,0,,1,2,23,,1,0,0,0,0,1,,,1,,,1,1,1,1,1,1,,,1,1,0,0,2,,,,,,,2,23,,2,23,,2,,
"03080300107",0,3,8,3,1,1,1,7,4,84,,2,1,11,,,,,,,,,,,1,10,,,,,,,,,,,0,,1,3,1,,,,2,"SEQOTYSA",84,,33,,1,,,1,,,2,1,0,,1,1,0,,1,0,0,0,0,2,84,,1,,,1,1,2,1,1,1,,,1,1,,,1,1,1,1,1,1,2,2,84,,1,,,1,500,3000
"03080300603",1,3,8,3,8,88,6,3,3,37,,1,1,2,3,4,5,6,7,8,9,10,,,1,2,3,4,5,6,7,8,9,10,,,37,,10,3,2,53,,13,2,"SEQOTA",37,,13,,2,10,0,2,37,,5,0,0,,1,1,18,,1,0,0,0,0,2,37,,1,,,1,1,2,2,,,37,,1,2,,,2,,,,,,,2,37,,2,18,,2,,
"03080400503",1,3,8,4,8,88,5,3,2,60,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,18,,1,3,2,18,,17,2,"SEQOTA",60,,17,,2,18,,2,18,,5,0,0,,2,2,18,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,18,,1,1,0,,2,,,,,,,2,60,,1,,,2,,
"03090101202",1,3,9,1,8,88,12,2,4,20,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,20,,20,2,2,20,,7,2,"ENJEKLAEA",58,,14,,2,3,,1,,,3,0,0,,1,2,20,,1,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,2,,,2,,,,,,,2,20,,2,20,,2,,
"03090202501",1,3,9,2,8,88,25,1,1,13,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,13,,25,2,2,13,,,2,"ASEBERO",13,,,,2,13,,2,13,,2,0,0,,2,2,7,,2,0,0,0,0,2,13,,1,,,1,1,2,2,,,13,,1,2,,,2,,,,,,,2,13,,2,13,,2,,
"03090203201",1,3,9,2,8,88,32,1,1,3,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,9,,0,1,2,9,,3,2,"KOSOBERI",22,9,9,0,2,9,1,1,,,3,0,0,,2,2,9,,1,0,0,0,0,2,9,,1,,,1,1,2,2,,,9,,1,1,0,,1,2,2,2,1,1,2,2,9,,2,9,,2,,
"03090400702",1,3,9,4,8,88,7,2,3,48,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,24,,25,2,2,24,,10,2,"ENJEBRA",48,,15,,2,24,,2,24,,9,0,0,,2,2,24,,1,310,0,0,0,2,24,,1,,,1,1,2,2,,,24,,1,2,,,2,,,,,,,2,24,,2,24,,2,,
"03090501102",1,3,9,5,8,88,11,2,2,24,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,24,,2,2,2,24,,10,2,"EINJIBARA",45,,10,,1,,,1,,,6,0,0,,2,1,24,,1,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,2,,,2,,,,,,,2,24,,2,24,,2,,
"03090600105",0,3,9,6,2,1,1,5,2,7,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,15,2,1,,,,2,"ENJEBERHA",102,,72,,1,,,1,,,2,2,0,,2,1,1,,2,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,1,1,,2,,,,,,,1,,,1,,,2,,
"03100101106",1,3,10,1,8,88,11,6,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,2,,30,3,2,2,,0,2,"KEMISA",2,,0,,2,2,,1,,,0,5,0,,1,2,4,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,2,,1,2,,,2,,,,,,,2,2,,2,2,,2,,
"03100201601",1,3,10,2,8,88,16,1,1,12,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,12,,20,3,2,12,,17,2,"KMISA",92,,37,,2,12,,1,,,0,5,0,,1,2,12,,1,0,0,0,0,1,,,1,,,1,1,2,1,2,,,,1,2,,,2,,,,,,,2,12,,2,12,,2,,
"03100400103",0,3,10,4,3,1,1,3,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,25,,5,2,1,,,,2,"KMISI",25,,10,,1,,,1,,,2,4,0,,1,1,0,,1,1,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,2,,,2,,,,,,,2,25,,1,,,1,18,1500
"03100400408",1,3,10,4,8,88,4,8,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,7,,5,2,2,7,,4,2,"KEMILI",17,,8,,1,,,2,7,,1,14,0,,1,1,7,,1,0,0,0,0,1,,,1,,,1,1,1,1,2,,,,1,2,,,1,2,2,2,1,2,2,2,17,,2,7,,1,200,2500
"03120100101",1,3,12,1,8,88,1,1,2,25,,1,1,12,,,,,,,,,,,1,12,,,,,,,,,,,60,,30,2,2,40,,60,2,"DASA",82,,30,,1,,,2,10,,0,10,0,,2,2,60,,1,0,0,0,0,2,30,,2,15,,2,1,2,2,,,82,,3,2,,,2,,,,,,,2,60,,2,60,,2,,
"03120100303",1,3,12,1,8,88,3,3,1,37,,2,2,10,,,,,,,,,,,2,10,,,,,,,,,,,37,,30,2,2,30,,60,2,"DESSE KETEMA",85,,50,,1,,,2,37,,0,14,0,,2,2,37,,1,0,0,0,0,2,37,,2,5,,1,1,2,1,2,,,,3,2,,,2,,,,,,,2,62,,2,37,,2,,
"03120100504",1,3,12,1,8,88,5,4,4,35,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,35,,30,2,1,,,,2,"DESSE",92,,60,,1,,,2,35,,0,11,0,,2,2,35,,1,0,0,0,0,2,35,,1,,,2,1,2,2,,,35,,3,2,,,2,,,,,,,2,50,,2,35,,2,,
"04010102202",1,4,1,1,8,88,22,2,4,12,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,30,,10,2,2,37,,20,2,"GEMEBI",187,,80,,2,12,,1,,,4,1,20,,2,2,37,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,75,,1,1,0,,2,,,,,,,2,37,,2,37,,2,,
"04010601302",1,4,1,6,8,88,13,2,1,1,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,5,,6,2,1,,,,2,"GIMBE",37,,25,,1,,,2,2,,4,0,2,,2,2,6,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,18,1,1,1,,,2,,,,,,,2,6,,2,6,,2,,
"04011300501",1,4,1,13,8,88,5,1,2,23,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,3,,3,2,2,3,,0,2,"GIMBE",73,,40,,1,,,2,3,,7,0,0,,2,2,3,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,3,,1,2,,,2,,,,,,,2,23,,1,,,2,,
"04011600103",0,4,1,16,2,1,1,3,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,6,2,1,,,,2,"GIMSE",54,,25,,1,,,1,,,4,1,0,,2,2,1,,1,0,0,0,0,1,,,1,,,1,1,2,1,2,,,,1,2,,,2,,,,,,,1,,,1,,,1,500,1500
"04011802402",1,4,1,18,8,88,24,2,2,80,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,12,,3,2,2,12,,0,2,"GICHELE",80,,35,,1,,,2,12,,5,1,0,,2,2,12,,1,0,0,1,2,2,12,,1,,,1,1,2,2,,,12,,1,2,,,2,,,,,,,2,80,,2,12,,2,,
"04020401105",1,4,2,4,8,88,11,5,2,158,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,2,3,1,,,,2,"NEKEMET",158,,69,,1,,,1,,,0,5,2,,2,2,0,,2,0,0,0,0,1,,,2,6,,1,1,2,1,1,1,,,1,2,,,2,,,,,,,2,50,,1,,,2,,
"04021001102",1,4,2,10,8,88,11,2,1,12,2,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,24,,10,3,2,12,,,2,"NEKEMET",24,,10,,1,,,2,9,,4,0,0,0,2,2,12,0,1,0,0,0,0,2,12,,1,,,1,1,2,2,,,12,,1,2,,,2,,,,,,,2,24,,2,12,,2,,
"04021400204",0,4,2,14,1,1,2,4,2,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,7,2,1,,,,2,"NEKEMET",48,,20,,1,,,1,,,7,0,0,0,2,2,0,0,1,1,0,0,0,2,0,0,2,0,0,1,1,2,2,,,0,,1,2,,,2,,,,,,,1,,,1,,,1,50,5000
"04021401801",1,4,2,14,8,88,18,1,2,36,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,36,,5,2,2,36,,0,2,"NEKEMAT",84,,20,,2,24,,2,36,,6,5,0,0,2,2,18,,2,0,0,0,0,1,,,1,,,1,1,2,2,,,36,,1,1,0,,2,,,,,,,2,36,,2,36,,2,,
"04030201803",1,4,3,2,8,88,18,3,4,75,,2,1,2,3,4,5,6,7,8,9,10,11,12,5,,,,,,,,,,,,75,,3,3,2,21,,20,2,"METU",75,,55,,1,,,1,,,7,4,0,,1,2,21,,1,1,0,0,0,1,,,1,,,1,1,2,1,2,,,,1,1,0,,2,,,,,,,2,75,,2,21,,2,,
"04030800108",0,4,3,8,1,0,1,8,1,0,0,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,40,,50,2,1,,,10,2,"METU",180,,40,,1,,,1,,,4,5,2,,1,1,1,,1,0,0,0,0,1,,,2,2,,1,1,2,1,1,1,,,1,2,,,1,1,1,1,1,1,1,1,,,1,,,1,400,5000
"04030800401",1,4,3,8,8,88,4,1,1,4,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,40,,20,2,2,20,,10,2,"METU",160,,50,,2,6,,2,20,,0,4,0,,1,2,20,,1,0,0,0,0,2,6,,1,,,1,1,2,2,,,40,,1,2,,,2,,,,,,,2,20,,2,20,,2,,
"04031400602",1,4,3,14,8,88,6,2,4,16,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,16,,5,3,2,7,,10,2,"METU",16,,12,,2,7,,2,7,,1,3,0,,1,2,7,,1,0,0,0,0,2,7,,1,,,1,1,2,2,,,16,,1,1,0,,2,,,,,,,2,16,,2,7,,2,,
"04040101103",1,4,4,1,8,88,11,3,4,168,,2,0,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,92,5,5,2,2,11,,40,2,"GEMA",168,,125,,1,,,2,11,,4,0,0,,1,2,11,,2,0,0,0,0,2,11,,1,,,1,1,2,2,,,11,1,1,2,,,2,,,,,,,2,92,,2,11,,2,,
"04040501902",1,4,4,5,8,88,19,2,1,0,,1,7,8,9,1,0,1,1,1,2,,,,1,2,3,4,5,6,1,1,2,1,3,,9,,12,2,2,10,,5,2,"JEMA",9,,5,0,2,10,,2,10,,1,11,0,,2,2,8,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,9,,1,1,0,,2,,,,,,,2,9,5,2,10,,2,,
"04041000701",1,4,4,10,8,88,7,1,3,50,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,30,,2,2,2,30,,25,2,"JIMA",50,,40,,2,7,,2,7,,0,6,0,,2,2,7,,2,0,0,0,0,2,7,,1,,,1,1,2,2,,,7,,1,2,,,2,,,,,,,2,50,,2,30,,2,,
"04041200104",0,4,4,12,8,88,1,4,3,53,,1,4,5,6,,,,,,,,,,4,5,6,,,,,,,,,,0,,3,3,1,,,,2,"GEMA",127,,55,,1,,,1,,,2,9,1,,1,1,1,5,1,0,0,0,0,1,,,2,5,1,1,1,1,1,1,1,,,1,2,,,2,,,,,,,2,82,,2,17,,1,55,2500
