"ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","item","cs7q00","cs7q01_a","cs7q01_b","cs7q02","cs7q03"
"03041600204",1,3,4,16,8,88,2,4,2,2,"Development Project",12,2003,2
"03050101504",1,3,5,1,8,88,15,4,1,1,"Other Bad (Specify)",11,2004,90
"03050101504",1,3,5,1,8,88,15,4,2,1,"Sharp Change in Prices",7,2004,90
"03050101504",1,3,5,1,8,88,15,4,1,2,"Development Project",12,2003,100
"03050101504",1,3,5,1,8,88,15,4,2,2,"Other Good (Specify)",20,2003,100
"03050400305",1,3,5,4,8,88,3,5,1,1,"Drought",1,2003,85
"03050400305",1,3,5,4,8,88,3,5,1,2,"Other Good (Specify)",20,2003,90
"03050701204",1,3,5,7,8,88,12,4,1,1,"Livestock Disease",4,2004,35
"03050701204",1,3,5,7,8,88,12,4,2,1,"Crop Disease/Pests",3,2004,50
"03050701204",1,3,5,7,8,88,12,4,3,1,"Flood",2,2002,40
"03050701204",1,3,5,7,8,88,12,4,4,1,"Sharp Change in Prices",7,2003,100
"03050900104",0,3,5,9,2,1,1,4,1,1,"Crop Disease/Pests",3,2003,50
"03050900104",0,3,5,9,2,1,1,4,2,1,"Other Bad (Specify)",11,2004,100
"03050900104",0,3,5,9,2,1,1,4,3,1,"Sharp Change in Prices",7,2004,100
"03050900104",0,3,5,9,2,1,1,4,4,1,"Livestock Disease",4,2004,30
"03050900104",0,3,5,9,2,1,1,4,1,2,"New Employment Oppurtunity",13,2002,10
"03050900104",0,3,5,9,2,1,1,4,2,2,"Improved Electricity",18,2000,90
"03051100307",1,3,5,11,8,88,3,7,1,1,"Crop Disease/Pests",3,2002,10
"03051100307",1,3,5,11,8,88,3,7,2,1,"Sharp Change in Prices",7,2003,100
"03051100307",1,3,5,11,8,88,3,7,1,2,"Improved Electricity",18,1999,95
"03051100307",1,3,5,11,8,88,3,7,2,2,"Improved Transportation Services",17,2003,100
"03051100307",1,3,5,11,8,88,3,7,3,2,"New Road",15,2002,100
"03051300702",1,3,5,13,8,88,7,2,1,1,"Sharp Change in Prices",7,2000,100
"03051300702",1,3,5,13,8,88,7,2,2,1,"Crop Disease/Pests",3,2004,50
"03051300702",1,3,5,13,8,88,7,2,3,1,"Other Bad (Specify)",11,2004,60
"03051300702",1,3,5,13,8,88,7,2,1,2,"Other Good (Specify)",20,2000,100
"03051300702",1,3,5,13,8,88,7,2,2,2,"Other Good (Specify)",20,2003,30
"03051500703",1,3,5,15,8,88,7,3,1,1,"Flood",2,2003,10
"03051500703",1,3,5,15,8,88,7,3,2,1,"Crop Disease/Pests",3,2001,75
"03051500703",1,3,5,15,8,88,7,3,3,1,"Drought",1,2001,30
"03051500703",1,3,5,15,8,88,7,3,4,1,"Livestock Disease",4,2002,10
"03051500703",1,3,5,15,8,88,7,3,1,2,"Other Good (Specify)",20,2004,10
"03051500703",1,3,5,15,8,88,7,3,2,2,"New Road",15,2003,25
"03051500703",1,3,5,15,8,88,7,3,3,2,"New School",16,2004,25
"03051500703",1,3,5,15,8,88,7,3,4,2,"Other Good (Specify)",20,2004,50
"03052100808",1,3,5,21,8,88,8,8,1,1,"Crop Disease/Pests",3,2002,30
"03052100808",1,3,5,21,8,88,8,8,2,1,"Other Bad (Specify)",11,2001,15
"03052100808",1,3,5,21,8,88,8,8,3,1,"Sharp Change in Prices",7,2003,100
"03052100808",1,3,5,21,8,88,8,8,4,1,"Flood",2,2002,15
"03052100808",1,3,5,21,8,88,8,8,1,2,"Development Project",12,2002,5
"03052100808",1,3,5,21,8,88,8,8,2,2,"Other Good (Specify)",20,2003,40
"03060202603",1,3,6,2,8,88,26,3,1,1,"Sharp Change in Prices",7,2004,100
"03060202603",1,3,6,2,8,88,26,3,2,1,"Crop Disease/Pests",3,2003,20
"03060202603",1,3,6,2,8,88,26,3,1,2,"Other Good (Specify)",20,2003,8
"03060202603",1,3,6,2,8,88,26,3,2,2,"Other Good (Specify)",20,1999,100
"03060402001",1,3,6,4,8,88,20,1,1,1,"Flood",2,2002,25
"03060402001",1,3,6,4,8,88,20,1,2,1,"Other Bad (Specify)",11,1999,50
"03060402001",1,3,6,4,8,88,20,1,1,2,"Other Good (Specify)",20,1999,65
"03060602103",1,3,6,6,8,88,21,3,1,1,"Crop Disease/Pests",3,2003,70
"03060602103",1,3,6,6,8,88,21,3,2,1,"Other Bad (Specify)",11,2003,19
"03060602103",1,3,6,6,8,88,21,3,3,1,"Other Bad (Specify)",11,2004,35
"03060602103",1,3,6,6,8,88,21,3,4,1,"Sharp Change in Prices",7,2003,19
"03060602103",1,3,6,6,8,88,21,3,1,2,"Other Good (Specify)",20,2002,62
"03060602103",1,3,6,6,8,88,21,3,2,2,"Improved Electricity",18,2003,50
"03060901807",1,3,6,9,8,88,18,7,1,1,"Sharp Change in Prices",7,2000,85
"03060901807",1,3,6,9,8,88,18,7,2,1,"Crop Disease/Pests",3,2002,70
"03060901807",1,3,6,9,8,88,18,7,1,2,"New School",16,2001,85
"03060901807",1,3,6,9,8,88,18,7,2,2,"Development Project",12,2002,3
"03060901807",1,3,6,9,8,88,18,7,3,2,"Improved Electricity",18,2000,3
"03061102207",1,3,6,11,8,88,22,7,1,1,"Other Bad (Specify)",11,2004,30
"03061102207",1,3,6,11,8,88,22,7,2,1,"Crop Disease/Pests",3,2004,20
"03061400105",0,3,6,14,8,88,1,5,1,1,"Sharp Change in Prices",7,2003,100
"03061400105",0,3,6,14,8,88,1,5,2,1,"Power Outage(s)",10,2001,100
"03061400105",0,3,6,14,8,88,1,5,3,1,"Other Bad (Specify)",11,2004,5
"03061400105",0,3,6,14,8,88,1,5,1,2,"Development Project",12,2003,50
"03061400105",0,3,6,14,8,88,1,5,2,2,"Improved Electricity",18,2003,60
"03061400105",0,3,6,14,8,88,1,5,3,2,"PSNP",19,2003,85
"03070101406",1,3,7,1,8,88,14,6,1,1,"Sharp Change in Prices",7,2002,20
"03070101406",1,3,7,1,8,88,14,6,2,1,"Other Bad (Specify)",11,2000,20
"03070300105",1,3,7,3,8,88,1,5,1,1,"Power Outage(s)",10,2002,10
"03070300105",1,3,7,3,8,88,1,5,2,1,"Other Bad (Specify)",11,2002,25
"03070300105",1,3,7,3,8,88,1,5,1,2,"Other Good (Specify)",20,2003,50
"03070300105",1,3,7,3,8,88,1,5,2,2,"New School",16,2003,100
"03070300105",1,3,7,3,8,88,1,5,3,2,"New Road",15,2004,25
"03070401302",1,3,7,4,8,88,13,2,1,2,"New Health Facility",14,2003,50
"03070401302",1,3,7,4,8,88,13,2,2,2,"New School",16,2003,50
"03070500105",0,3,7,5,8,88,1,5,1,1,"Livestock Disease",4,1999,100
"03070500105",0,3,7,5,8,88,1,5,2,1,"Flood",2,1999,60
"03070500105",0,3,7,5,8,88,1,5,3,1,"Drought",1,1999,100
"03070500105",0,3,7,5,8,88,1,5,4,1,"Human Epidemic Disease",5,2002,100
"03070500105",0,3,7,5,8,88,1,5,1,2,"New Health Facility",14,2003,100
"03070500105",0,3,7,5,8,88,1,5,2,2,"Development Project",12,2004,50
"03070500105",0,3,7,5,8,88,1,5,3,2,"PSNP",19,2000,10
"03070502405",1,3,7,5,8,88,24,5,1,1,"Sharp Change in Prices",7,2002,85
"03070502405",1,3,7,5,8,88,24,5,2,1,"Drought",1,2001,45
"03070502405",1,3,7,5,8,88,24,5,3,1,"Crop Disease/Pests",3,2002,30
"03070502405",1,3,7,5,8,88,24,5,4,1,"Livestock Disease",4,2001,75
"03070502405",1,3,7,5,8,88,24,5,1,2,"New Road",15,2001,85
"03070502405",1,3,7,5,8,88,24,5,2,2,"New School",16,2004,40
"03070801402",1,3,7,8,8,88,14,2,1,1,"Sharp Change in Prices",7,2002,50
"03070801402",1,3,7,8,8,88,14,2,2,1,"Crop Disease/Pests",3,2002,40
"03070801402",1,3,7,8,8,88,14,2,1,2,"Improved Transportation Services",17,2003,100
"03070801402",1,3,7,8,8,88,14,2,2,2,"New School",16,2002,25
"03071001703",1,3,7,10,8,88,17,3,1,1,"Sharp Change in Prices",7,2003,100
"03071001703",1,3,7,10,8,88,17,3,1,2,"Other Good (Specify)",20,2003,90
"03071001703",1,3,7,10,8,88,17,3,2,2,"Development Project",12,2001,62
"03071001703",1,3,7,10,8,88,17,3,3,2,"Improved Electricity",18,2003,9
"03071301304",1,3,7,13,8,88,13,4,1,2,"New Health Facility",14,2003,50
"03080201503",1,3,8,2,8,88,15,3,1,2,"Improved Electricity",18,2003,10
"03080201503",1,3,8,2,8,88,15,3,2,2,"PSNP",19,1999,35
"03080201503",1,3,8,2,8,88,15,3,3,2,"Improved Transportation Services",17,2004,90
"03080201503",1,3,8,2,8,88,15,3,4,2,"New School",16,2002,75
"03080300107",0,3,8,3,1,1,1,7,1,1,"Livestock Disease",4,2003,50
"03080300107",0,3,8,3,1,1,1,7,2,1,"Sharp Change in Prices",7,2001,75
"03080300107",0,3,8,3,1,1,1,7,3,1,"Drought",1,2002,50
"03080300107",0,3,8,3,1,1,1,7,1,2,"New Employment Oppurtunity",13,2003,25
"03080300107",0,3,8,3,1,1,1,7,2,2,"Improved Transportation Services",17,2003,50
"03080300603",1,3,8,3,8,88,6,3,1,1,"Drought",1,1999,33
"03080300603",1,3,8,3,8,88,6,3,2,1,"Crop Disease/Pests",3,2004,50
"03080300603",1,3,8,3,8,88,6,3,3,1,"Flood",2,2003,10
"03080300603",1,3,8,3,8,88,6,3,4,1,"Livestock Disease",4,2002,75
"03080300603",1,3,8,3,8,88,6,3,1,2,"PSNP",19,2002,25
"03080400503",1,3,8,4,8,88,5,3,1,1,"Sharp Change in Prices",7,2004,50
"03080400503",1,3,8,4,8,88,5,3,2,1,"Flood",2,2003,10
"03080400503",1,3,8,4,8,88,5,3,3,1,"Crop Disease/Pests",3,2004,15
"03080400503",1,3,8,4,8,88,5,3,1,2,"PSNP",19,2001,10
"03080400503",1,3,8,4,8,88,5,3,2,2,"Other Good (Specify)",20,2003,50
"03080400503",1,3,8,4,8,88,5,3,3,2,"New School",16,2003,40
"03090101202",1,3,9,1,8,88,12,2,1,1,"Crop Disease/Pests",3,2001,50
"03090101202",1,3,9,1,8,88,12,2,2,1,"Other Bad (Specify)",11,2002,30
"03090101202",1,3,9,1,8,88,12,2,3,1,"Sharp Change in Prices",7,2002,80
"03090101202",1,3,9,1,8,88,12,2,1,2,"New Road",15,2001,100
"03090101202",1,3,9,1,8,88,12,2,2,2,"New Health Facility",14,2001,100
"03090101202",1,3,9,1,8,88,12,2,3,2,"Other Good (Specify)",20,2000,100
"03090202501",1,3,9,2,8,88,25,1,1,1,"Crop Disease/Pests",3,2004,50
"03090203201",1,3,9,2,8,88,32,1,1,1,"Other Bad (Specify)",11,2002,80
"03090203201",1,3,9,2,8,88,32,1,1,2,"New School",16,2002,50
"03090400702",1,3,9,4,8,88,7,2,1,1,"Other Bad (Specify)",11,2003,50
"03090501102",1,3,9,5,8,88,11,2,1,1,"Sharp Change in Prices",7,2003,75
"03090501102",1,3,9,5,8,88,11,2,2,1,"Other Bad (Specify)",11,2002,50
"03090501102",1,3,9,5,8,88,11,2,3,1,"Crop Disease/Pests",3,2002,50
"03090501102",1,3,9,5,8,88,11,2,1,2,"New Road",15,2003,10
"03090501102",1,3,9,5,8,88,11,2,2,2,"Improved Electricity",18,2000,5
"03090501102",1,3,9,5,8,88,11,2,3,2,"New Health Facility",14,1999,100
"03090600105",0,3,9,6,2,1,1,5,1,1,"Power Outage(s)",10,1999,10
"03090600105",0,3,9,6,2,1,1,5,2,1,"Other Bad (Specify)",11,1999,25
"03090600105",0,3,9,6,2,1,1,5,3,1,"Sharp Change in Prices",7,2003,40
"03090600105",0,3,9,6,2,1,1,5,4,1,"Other Bad (Specify)",11,1999,25
"03090600105",0,3,9,6,2,1,1,5,1,2,"New School",16,2002,25
"03090600105",0,3,9,6,2,1,1,5,2,2,"New Road",15,2003,25
"03090600105",0,3,9,6,2,1,1,5,3,2,"Development Project",12,2002,50
"03100101106",1,3,10,1,8,88,11,6,1,1,"Sharp Change in Prices",7,2000,3
"03100101106",1,3,10,1,8,88,11,6,2,1,"Flood",2,2000,5
"03100101106",1,3,10,1,8,88,11,6,1,2,"New Health Facility",14,2002,33
"03100201601",1,3,10,2,8,88,16,1,1,1,"Crop Disease/Pests",3,2001,75
"03100201601",1,3,10,2,8,88,16,1,2,1,"Sharp Change in Prices",7,2002,20
"03100201601",1,3,10,2,8,88,16,1,1,2,"PSNP",19,1999,15
"03100201601",1,3,10,2,8,88,16,1,2,2,"New Health Facility",14,2000,60
"03100400103",0,3,10,4,3,1,1,3,1,1,"Sharp Change in Prices",7,2003,100
"03100400103",0,3,10,4,3,1,1,3,2,1,"Other Bad (Specify)",11,2003,5
"03100400103",0,3,10,4,3,1,1,3,3,1,"Power Outage(s)",10,2003,97
"03100400103",0,3,10,4,3,1,1,3,1,2,"New Road",15,2002,98
"03100400103",0,3,10,4,3,1,1,3,2,2,"New School",16,2000,100
"03100400103",0,3,10,4,3,1,1,3,3,2,"New Employment Oppurtunity",13,1999,6
"03100400408",1,3,10,4,8,88,4,8,1,1,"Human Epidemic Disease",5,2004,25
"03100400408",1,3,10,4,8,88,4,8,2,1,"Sharp Change in Prices",7,2002,100
"03100400408",1,3,10,4,8,88,4,8,3,1,"Livestock Disease",4,2004,30
"03100400408",1,3,10,4,8,88,4,8,4,1,"Flood",2,2003,20
"03100400408",1,3,10,4,8,88,4,8,1,2,"New School",16,2002,100
"03100400408",1,3,10,4,8,88,4,8,2,2,"PSNP",19,1999,35
"03100400408",1,3,10,4,8,88,4,8,3,2,"Other Good (Specify)",20,2000,100
"03120100101",1,3,12,1,8,88,1,1,1,1,"Sharp Change in Prices",7,2003,67
"03120100101",1,3,12,1,8,88,1,1,2,1,"Crop Disease/Pests",3,2003,75
"03120100101",1,3,12,1,8,88,1,1,3,1,"Drought",1,2003,50
"03120100101",1,3,12,1,8,88,1,1,4,1,"Flood",2,2002,50
"03120100101",1,3,12,1,8,88,1,1,1,2,"PSNP",19,2002,15
"03120100101",1,3,12,1,8,88,1,1,2,2,"New School",16,2001,15
"03120100303",1,3,12,1,8,88,3,3,1,1,"Sharp Change in Prices",7,2002,50
"03120100303",1,3,12,1,8,88,3,3,2,1,"Flood",2,2001,30
"03120100303",1,3,12,1,8,88,3,3,3,1,"Drought",1,2002,40
"03120100303",1,3,12,1,8,88,3,3,4,1,"Livestock Disease",4,2002,20
"03120100303",1,3,12,1,8,88,3,3,1,2,"Development Project",12,2000,10
"03120100303",1,3,12,1,8,88,3,3,2,2,"PSNP",19,2000,25
"03120100504",1,3,12,1,8,88,5,4,1,1,"Sharp Change in Prices",7,2002,50
"03120100504",1,3,12,1,8,88,5,4,2,1,"Drought",1,2000,20
"03120100504",1,3,12,1,8,88,5,4,3,1,"Flood",2,2001,30
"03120100504",1,3,12,1,8,88,5,4,1,2,"PSNP",19,2000,40
"04010102202",1,4,1,1,8,88,22,2,1,1,"Other Bad (Specify)",11,2001,10
"04010102202",1,4,1,1,8,88,22,2,2,1,"Crop Disease/Pests",3,2002,5
"04010102202",1,4,1,1,8,88,22,2,1,2,"Development Project",12,2003,5
"04010601302",1,4,1,6,8,88,13,2,1,1,"Crop Disease/Pests",3,2002,75
"04010601302",1,4,1,6,8,88,13,2,2,1,"Flood",2,2001,40
"04010601302",1,4,1,6,8,88,13,2,3,1,"Sharp Change in Prices",7,2004,90
"04010601302",1,4,1,6,8,88,13,2,1,2,"Improved Electricity",18,2002,90
"04010601302",1,4,1,6,8,88,13,2,2,2,"Improved Transportation Services",17,2003,50
"04010601302",1,4,1,6,8,88,13,2,3,2,"New School",16,2001,60
"04010601302",1,4,1,6,8,88,13,2,4,2,"New Road",15,2000,10
"04011300501",1,4,1,13,8,88,5,1,1,2,"Development Project",12,2003,15
"04011300501",1,4,1,13,8,88,5,1,2,2,"Other Good (Specify)",20,2003,85
"04011600103",0,4,1,16,2,1,1,3,1,1,"Other Bad (Specify)",11,2003,25
"04011600103",0,4,1,16,2,1,1,3,2,1,"Sharp Change in Prices",7,2004,50
"04011600103",0,4,1,16,2,1,1,3,3,1,"Other Bad (Specify)",11,2004,30
"04011600103",0,4,1,16,2,1,1,3,1,2,"New School",16,2002,25
"04011600103",0,4,1,16,2,1,1,3,2,2,"Improved Electricity",18,2001,70
"04011600103",0,4,1,16,2,1,1,3,3,2,"New Road",15,2000,5
"04011802402",1,4,1,18,8,88,24,2,1,1,"Livestock Disease",4,2002,30
"04011802402",1,4,1,18,8,88,24,2,1,2,"Other Good (Specify)",20,2001,50
"04011802402",1,4,1,18,8,88,24,2,2,2,"Other Good (Specify)",20,2001,60
"04020401105",1,4,2,4,8,88,11,5,1,1,"Livestock Disease",4,1999,50
"04020401105",1,4,2,4,8,88,11,5,2,1,"Sharp Change in Prices",7,2000,100
"04020401105",1,4,2,4,8,88,11,5,3,1,"Other Bad (Specify)",11,1999,40
"04020401105",1,4,2,4,8,88,11,5,1,2,"Other Good (Specify)",20,2002,50
"04020401105",1,4,2,4,8,88,11,5,2,2,"New School",16,2001,80
"04020401105",1,4,2,4,8,88,11,5,3,2,"Other Good (Specify)",20,2003,90
"04021001102",1,4,2,10,8,88,11,2,1,1,"Other Bad (Specify)",11,2002,100
"04021401801",1,4,2,14,8,88,18,1,1,2,"New School",16,2003,30
"04021401801",1,4,2,14,8,88,18,1,2,2,"Development Project",12,2000,50
"04030201803",1,4,3,2,8,88,18,3,1,1,"Sharp Change in Prices",7,2001,100
"04030201803",1,4,3,2,8,88,18,3,2,1,"Livestock Disease",4,2002,20
"04030201803",1,4,3,2,8,88,18,3,1,2,"Development Project",12,2003,75
"04030201803",1,4,3,2,8,88,18,3,2,2,"Improved Transportation Services",17,2004,100
"04030201803",1,4,3,2,8,88,18,3,3,2,"New Health Facility",14,2001,80
"04030800108",0,4,3,8,1,0,1,8,1,1,"Sharp Change in Prices",7,2001,60
"04030800108",0,4,3,8,1,0,1,8,2,1,"Crop Disease/Pests",3,2003,25
"04030800108",0,4,3,8,1,0,1,8,3,1,"Sharp Change in Prices",7,2004,60
"04030800108",0,4,3,8,1,0,1,8,1,2,"New Employment Oppurtunity",13,2000,0
"04030800108",0,4,3,8,1,0,1,8,2,2,"New Road",15,2002,0
"04030800108",0,4,3,8,1,0,1,8,3,2,"New School",16,2001,0
"04030800108",0,4,3,8,1,0,1,8,4,2,"Development Project",12,2000,0
"04030800401",1,4,3,8,8,88,4,1,1,1,"Crop Disease/Pests",3,2002,30
"04030800401",1,4,3,8,8,88,4,1,2,1,"Livestock Disease",4,2001,25
"04030800401",1,4,3,8,8,88,4,1,1,2,"New Health Facility",14,2000,39
"04030800401",1,4,3,8,8,88,4,1,2,2,"Improved Transportation Services",17,2002,100
"04030800401",1,4,3,8,8,88,4,1,3,2,"Development Project",12,2001,100
"04030800401",1,4,3,8,8,88,4,1,4,2,"New School",16,2002,100
"04031400602",1,4,3,14,8,88,6,2,1,1,"Sharp Change in Prices",7,2000,10
"04031400602",1,4,3,14,8,88,6,2,1,2,"Development Project",12,2002,50
"04031400602",1,4,3,14,8,88,6,2,2,2,"New Health Facility",14,2000,80
"04031400602",1,4,3,14,8,88,6,2,3,2,"New School",16,2000,75
"04040101103",1,4,4,1,8,88,11,3,1,1,"Drought",1,2002,70
"04040101103",1,4,4,1,8,88,11,3,2,1,"Crop Disease/Pests",3,2002,70
"04040101103",1,4,4,1,8,88,11,3,3,1,"Other Bad (Specify)",11,2002,70
"04040101103",1,4,4,1,8,88,11,3,1,2,"New School",16,2002,70
"04040101103",1,4,4,1,8,88,11,3,2,2,"New Health Facility",14,2000,70
"04040101103",1,4,4,1,8,88,11,3,3,2,"Other Good (Specify)",20,1999,70
"04040501902",1,4,4,5,8,88,19,2,1,1,"Other Bad (Specify)",11,2003,4
"04040501902",1,4,4,5,8,88,19,2,1,2,"Improved Transportation Services",17,2004,0
"04040501902",1,4,4,5,8,88,19,2,2,2,"Other Good (Specify)",20,2003,0
"04040501902",1,4,4,5,8,88,19,2,3,2,"New School",16,2001,0
"04041000701",1,4,4,10,8,88,7,1,1,1,"Drought",1,2000,60
"04041000701",1,4,4,10,8,88,7,1,2,1,"Displacement Related Development Ac",6,2002,20
"04041000701",1,4,4,10,8,88,7,1,1,2,"Other Good (Specify)",20,2001,20
"04041200104",0,4,4,12,8,88,1,4,1,1,"Sharp Change in Prices",7,2003,90
"04041200104",0,4,4,12,8,88,1,4,1,2,"New School",16,2000,50
"04041200104",0,4,4,12,8,88,1,4,2,2,"Other Good (Specify)",20,2002,100
"04041200104",0,4,4,12,8,88,1,4,3,2,"Improved Electricity",18,2001,95
"04041401702",1,4,4,14,8,88,17,2,1,1,"Sharp Change in Prices",7,2003,70
"04041401702",1,4,4,14,8,88,17,2,2,1,"Human Epidemic Disease",5,2002,35
"04041401702",1,4,4,14,8,88,17,2,3,1,"Other Bad (Specify)",11,2001,50
"04041401702",1,4,4,14,8,88,17,2,4,1,"Livestock Disease",4,2001,50
"04041401702",1,4,4,14,8,88,17,2,1,2,"Development Project",12,2002,40
"04041401702",1,4,4,14,8,88,17,2,2,2,"New Road",15,2003,100
"04050303104",1,4,5,3,8,88,31,4,1,1,"Human Epidemic Disease",5,2002,30
"04050303104",1,4,5,3,8,88,31,4,2,1,"Sharp Change in Prices",7,2003,60
"04050803103",1,4,5,8,8,88,31,3,1,1,"Sharp Change in Prices",7,2003,50
"04050803103",1,4,5,8,8,88,31,3,2,1,"Other Bad (Specify)",11,2002,45
"04051200104",0,4,5,12,8,88,1,4,1,1,"Sharp Change in Prices",7,2003,85
"04051302405",1,4,5,13,8,88,24,5,1,2,"Improved Transportation Services",17,2003,0
"04051302405",1,4,5,13,8,88,24,5,2,2,"New Employment Oppurtunity",13,2003,0
"04051302405",1,4,5,13,8,88,24,5,3,2,"New Road",15,2002,0
"04051302405",1,4,5,13,8,88,24,5,4,2,"New School",16,2002,0
"04060100102",0,4,6,1,1,1,1,2,1,1,"Other Bad (Specify)",11,1999,10
"04060100102",0,4,6,1,1,1,1,2,2,1,"Sharp Change in Prices",7,2004,95
"04060100102",0,4,6,1,1,1,1,2,3,1,"Other Bad (Specify)",11,2004,15
"04060100102",0,4,6,1,1,1,1,2,1,2,"Development Project",12,2004,5
"04060100102",0,4,6,1,1,1,1,2,2,2,"Improved Transportation Services",17,2000,60
"04060100102",0,4,6,1,1,1,1,2,3,2,"New School",16,2003,10
"04060102303",1,4,6,1,8,88,23,3,1,1,"Sharp Change in Prices",7,2004,95
"04060102303",1,4,6,1,8,88,23,3,1,2,"Development Project",12,2002,95
"04060501004",1,4,6,5,8,88,10,4,1,1,"Crop Disease/Pests",3,2003,70
"04060501004",1,4,6,5,8,88,10,4,2,1,"Sharp Change in Prices",7,2000,95
"04060501004",1,4,6,5,8,88,10,4,1,2,"New School",16,1999,0
"04060501004",1,4,6,5,8,88,10,4,2,2,"New Health Facility",14,1999,0
"04060801902",1,4,6,8,8,88,19,2,1,1,"Livestock Disease",4,2003,100
"04060801902",1,4,6,8,8,88,19,2,2,1,"Crop Disease/Pests",3,2003,100
"04060801902",1,4,6,8,8,88,19,2,3,1,"Human Epidemic Disease",5,1999,100
"04070101502",1,4,7,1,8,88,15,2,1,1,"Livestock Disease",4,2003,50
"04070101502",1,4,7,1,8,88,15,2,2,1,"Crop Disease/Pests",3,2003,70
"04070101502",1,4,7,1,8,88,15,2,3,1,"Sharp Change in Prices",7,2003,100
"04070101502",1,4,7,1,8,88,15,2,4,1,"Drought",1,2002,80
"04070101502",1,4,7,1,8,88,15,2,1,2,"Other Good (Specify)",20,1999,100
"04070101502",1,4,7,1,8,88,15,2,2,2,"Improved Electricity",18,2000,90
"04070101502",1,4,7,1,8,88,15,2,3,2,"New Employment Oppurtunity",13,2001,100
"04070401002",1,4,7,4,8,88,10,2,1,1,"Massive Job Lay-offs",8,1999,50
"04070401002",1,4,7,4,8,88,10,2,2,1,"Sharp Change in Prices",7,2003,100
"04070401002",1,4,7,4,8,88,10,2,1,2,"New Road",15,1999,100
"04070401002",1,4,7,4,8,88,10,2,2,2,"New Health Facility",14,1999,100
"04070401002",1,4,7,4,8,88,10,2,3,2,"New School",16,2000,100
"04070401002",1,4,7,4,8,88,10,2,4,2,"Other Good (Specify)",20,2000,100
"04070702702",1,4,7,7,8,88,27,2,1,1,"Sharp Change in Prices",7,2004,90
"04070702702",1,4,7,7,8,88,27,2,1,2,"New Health Facility",14,2002,0
"04070702702",1,4,7,7,8,88,27,2,2,2,"Improved Electricity",18,2002,0
"04070702702",1,4,7,7,8,88,27,2,3,2,"Development Project",12,2000,0
"04071202302",1,4,7,12,8,88,23,2,1,1,"Sharp Change in Prices",7,2000,80
"04071202302",1,4,7,12,8,88,23,2,2,1,"Crop Disease/Pests",3,2003,50
"04071202302",1,4,7,12,8,88,23,2,3,1,"Sharp Change in Prices",7,2002,100
"04071202302",1,4,7,12,8,88,23,2,4,1,"Livestock Disease",4,2004,50
"04080600802",1,4,8,6,8,88,8,2,1,1,"Other Bad (Specify)",11,2001,50
"04080600802",1,4,8,6,8,88,8,2,2,1,"Drought",1,2002,95
"04080600802",1,4,8,6,8,88,8,2,3,1,"Crop Disease/Pests",3,2003,80
"04080600802",1,4,8,6,8,88,8,2,1,2,"Development Project",12,2000,30
"04080600802",1,4,8,6,8,88,8,2,2,2,"New Road",15,2003,25
"04080600802",1,4,8,6,8,88,8,2,3,2,"New School",16,2004,50
"04080600802",1,4,8,6,8,88,8,2,4,2,"Improved Transportation Services",17,2003,15
"04080800107",0,4,8,8,8,88,1,7,1,1,"Sharp Change in Prices",7,2002,70
"04080800107",0,4,8,8,8,88,1,7,2,1,"Livestock Disease",4,2002,20
"04080800107",0,4,8,8,8,88,1,7,3,1,"Crop Disease/Pests",3,2002,10
"04080800107",0,4,8,8,8,88,1,7,1,2,"Improved Electricity",18,2003,20
"04080800107",0,4,8,8,8,88,1,7,2,2,"Development Project",12,2004,20
"04080800107",0,4,8,8,8,88,1,7,3,2,"New Health Facility",14,2004,40
"04080800107",0,4,8,8,8,88,1,7,4,2,"Improved Transportation Services",17,2003,20
"04081202401",1,4,8,12,8,88,24,1,1,1,"Crop Disease/Pests",3,2004,55
"04081202401",1,4,8,12,8,88,24,1,2,1,"Livestock Disease",4,2004,45
"04081202401",1,4,8,12,8,88,24,1,3,1,"Sharp Change in Prices",7,2004,80
"04081202401",1,4,8,12,8,88,24,1,1,2,"New Health Facility",14,2004,90
"04081202401",1,4,8,12,8,88,24,1,2,2,"Other Good (Specify)",20,2004,85
"04081202401",1,4,8,12,8,88,24,1,3,2,"New School",16,2004,50
"04081702801",1,4,8,17,8,88,28,1,1,1,"Sharp Change in Prices",7,2000,35
"04081702801",1,4,8,17,8,88,28,1,1,2,"New School",16,2000,93
"04081702801",1,4,8,17,8,88,28,1,2,2,"Development Project",12,2001,90
"04081702801",1,4,8,17,8,88,28,1,3,2,"New Health Facility",14,2001,90
"04090100304",1,4,9,1,8,88,3,4,1,1,"Drought",1,2002,90
"04090100304",1,4,9,1,8,88,3,4,2,1,"Sharp Change in Prices",7,2000,90
"04090100304",1,4,9,1,8,88,3,4,3,1,"Livestock Disease",4,2001,75
"04090100304",1,4,9,1,8,88,3,4,1,2,"PSNP",19,1999,10
"04090100304",1,4,9,1,8,88,3,4,2,2,"New Road",15,2004,5
"04090700105",1,4,9,7,8,88,1,5,1,1,"Drought",1,1999,90
"04090700105",1,4,9,7,8,88,1,5,2,1,"Sharp Change in Prices",7,2000,10
"04090700105",1,4,9,7,8,88,1,5,3,1,"Livestock Disease",4,2004,30
"04090700105",1,4,9,7,8,88,1,5,1,2,"New School",16,2003,10
