"individual_id","ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs2q01","cs2q03","cs2q04","cs2q05_a","cs2q05_b","cs2q06","cs2q07"
"0301010020405","03010100204",1,3,1,1,8,88,2,4,5,1,22,2,,22,2
"0301010020406","03010100204",1,3,1,1,8,88,2,4,6,1,21,5,,2,4
"0301010020407","03010100204",1,3,1,1,8,88,2,4,7,1,22,2,,1,2
"0301010020408","03010100204",1,3,1,1,8,88,2,4,8,1,23,7,,1,4
"0301010020409","03010100204",1,3,1,1,8,88,2,4,9,1,24,7,,1,4
"0301040090101","03010400901",1,3,1,4,8,88,9,1,1,1,25,5,,1,4
"0301040090102","03010400901",1,3,1,4,8,88,9,1,2,1,67,9,,67,2
"0301040090103","03010400901",1,3,1,4,8,88,9,1,3,1,32,11,,32,1
"0301040090104","03010400901",1,3,1,4,8,88,9,1,4,1,75,11,,75,1
"0301040090105","03010400901",1,3,1,4,8,88,9,1,5,1,53,3,,53,2
"0301040090106","03010400901",1,3,1,4,8,88,9,1,6,1,35,11,,35,2
"0301040090107","03010400901",1,3,1,4,8,88,9,1,7,1,62,3,,62,1
"0301080070101","03010800701",1,3,1,8,8,88,7,1,1,1,42,1,,42,2
"0301080070102","03010800701",1,3,1,8,8,88,7,1,2,1,34,11,,4,4
"0301080070103","03010800701",1,3,1,8,8,88,7,1,3,2,24,7,,5,4
"0301080070104","03010800701",1,3,1,8,8,88,7,1,4,2,35,2,,35,3
"0301080070105","03010800701",1,3,1,8,8,88,7,1,5,2,24,6,,0,4
"0301080070106","03010800701",1,3,1,8,8,88,7,1,6,1,36,5,,4,4
"0301080070107","03010800701",1,3,1,8,8,88,7,1,7,2,28,7,,5,4
"0301080070108","03010800701",1,3,1,8,8,88,7,1,8,1,24,9,,24,3
"0301100180601","03011001806",1,3,1,10,8,88,18,6,1,1,45,1,,45,2
"0301100180602","03011001806",1,3,1,10,8,88,18,6,2,1,29,2,,29,2
"0301100180603","03011001806",1,3,1,10,8,88,18,6,3,1,59,11,,59,2
"0301100180604","03011001806",1,3,1,10,8,88,18,6,4,1,39,11,,39,2
"0301100180605","03011001806",1,3,1,10,8,88,18,6,5,2,26,6,,2,4
"0301110010201","03011100102",0,3,1,11,8,88,1,2,1,1,42,1,,20,2
"0301110010202","03011100102",0,3,1,11,8,88,1,2,2,1,55,2,,55,3
"0301110010203","03011100102",0,3,1,11,8,88,1,2,3,2,23,11,,15,5
"0301110010204","03011100102",0,3,1,11,8,88,1,2,4,1,55,3,,11,4
"0301110010205","03011100102",0,3,1,11,8,88,1,2,5,1,67,3,,67,1
"0301110010206","03011100102",0,3,1,11,8,88,1,2,6,2,23,7,,2,5
"0301120020301","03011200203",1,3,1,12,8,88,2,3,1,1,42,1,,42,2
"0301120020302","03011200203",1,3,1,12,8,88,2,3,2,1,47,2,,38,1
"0301120020303","03011200203",1,3,1,12,8,88,2,3,3,1,40,3,,34,2
"0301120020304","03011200203",1,3,1,12,8,88,2,3,4,1,60,3,,60,2
"0301120020305","03011200203",1,3,1,12,8,88,2,3,5,1,30,8,,30,2
"0301140081601","03011400816",1,3,1,14,8,88,8,16,1,1,25,11,,1,5
"0301140081602","03011400816",1,3,1,14,8,88,8,16,2,1,25,10,,2,4
"0301140081603","03011400816",1,3,1,14,8,88,8,16,3,1,38,2,,9,2
"0301140081604","03011400816",1,3,1,14,8,88,8,16,4,1,60,3,,15,2
"0301140081605","03011400816",1,3,1,14,8,88,8,16,5,1,26,2,,26,1
"0301160280401","03011602804",1,3,1,16,8,88,28,4,1,1,38,11,,38,1
"0301160280402","03011602804",1,3,1,16,8,88,28,4,2,1,40,11,,40,2
"0301160280403","03011602804",1,3,1,16,8,88,28,4,3,1,35,11,,35,2
"0301160280404","03011602804",1,3,1,16,8,88,28,4,4,1,24,11,,2,4
"0301160280405","03011602804",1,3,1,16,8,88,28,4,5,1,26,6,,2,4
"0301160280406","03011602804",1,3,1,16,8,88,28,4,6,2,25,7,,4,4
"0301200010501","03012000105",0,3,1,20,1,1,1,5,1,1,29,11,,29,4
"0301200010502","03012000105",0,3,1,20,1,1,1,5,2,1,31,9,,31,2
"0301200010503","03012000105",0,3,1,20,1,1,1,5,3,1,25,2,,25,4
"0301200010504","03012000105",0,3,1,20,1,1,1,5,4,1,55,10,,55,3
"0301200010505","03012000105",0,3,1,20,1,1,1,5,5,1,34,3,,34,1
"0301200010506","03012000105",0,3,1,20,1,1,1,5,6,1,34,8,,34,3
"0302010070301","03020100703",1,3,2,1,8,88,7,3,1,1,35,11,,35,2
"0302010070302","03020100703",1,3,2,1,8,88,7,3,2,1,48,11,,48,2
"0302010070303","03020100703",1,3,2,1,8,88,7,3,3,1,49,11,,49,2
"0302010070304","03020100703",1,3,2,1,8,88,7,3,4,2,26,7,,2,4
"0302010070305","03020100703",1,3,2,1,8,88,7,3,5,1,42,2,,42,2
"0302020250801","03020202508",1,3,2,2,8,88,25,8,1,1,27,6,,1,4
"0302020250802","03020202508",1,3,2,2,8,88,25,8,2,1,28,11,,28,2
"0302020250803","03020202508",1,3,2,2,8,88,25,8,3,1,23,6,,1,4
"0302020250804","03020202508",1,3,2,2,8,88,25,8,4,1,52,3,,52,2
"0302020250805","03020202508",1,3,2,2,8,88,25,8,5,2,24,7,,2,4
"0302020250806","03020202508",1,3,2,2,8,88,25,8,6,1,56,3,,56,2
"0302040090601","03020400906",1,3,2,4,8,88,9,6,1,1,33,4,,2,4
"0302040090602","03020400906",1,3,2,4,8,88,9,6,2,2,28,11,,3,4
"0302040090603","03020400906",1,3,2,4,8,88,9,6,3,1,40,11,,40,3
"0302040090604","03020400906",1,3,2,4,8,88,9,6,4,1,29,6,,1,4
"0302040090605","03020400906",1,3,2,4,8,88,9,6,5,1,45,3,,45,3
"0302040090606","03020400906",1,3,2,4,8,88,9,6,6,2,22,2,,22,4
"0302050190701","03020501907",1,3,2,5,8,88,19,7,1,1,45,1,1,45,2
"0302050190702","03020501907",1,3,2,5,8,88,19,7,2,1,36,1,1,4,5
"0302050190703","03020501907",1,3,2,5,8,88,19,7,3,1,28,1,1,3,5
"0302050190704","03020501907",1,3,2,5,8,88,19,7,4,1,43,6,6,4,5
"0302050190705","03020501907",1,3,2,5,8,88,19,7,5,2,25,7,7,3,5
"0302070370301","03020703703",1,3,2,7,8,88,37,3,1,1,24,1,,1,4
"0302070370302","03020703703",1,3,2,7,8,88,37,3,2,1,26,6,,1,4
"0302070370303","03020703703",1,3,2,7,8,88,37,3,3,2,24,1,,1,4
"0302070370304","03020703703",1,3,2,7,8,88,37,3,4,1,52,2,,52,2
"0302070370305","03020703703",1,3,2,7,8,88,37,3,5,1,65,9,,65,2
"0302070370306","03020703703",1,3,2,7,8,88,37,3,6,1,48,2,,48,2
"0302070370307","03020703703",1,3,2,7,8,88,37,3,7,1,45,1,,45,2
"0302070370308","03020703703",1,3,2,7,8,88,37,3,8,2,65,2,,65,1
"0302090010401","03020900104",0,3,2,9,1,1,1,4,1,1,32,1,,25,4
"0302090010402","03020900104",0,3,2,9,1,1,1,4,2,1,30,6,,4,4
"0302090010403","03020900104",0,3,2,9,1,1,1,4,3,2,25,7,,25,4
"0302090010404","03020900104",0,3,2,9,1,1,1,4,4,1,28,6,,1,4
"0302090010405","03020900104",0,3,2,9,1,1,1,4,5,2,35,1,1,2,4
"0302090070801","03020900708",1,3,2,9,8,88,7,8,1,1,26,6,,2,4
"0302090070802","03020900708",1,3,2,9,8,88,7,8,2,1,37,2,,37,3
"0302090070803","03020900708",1,3,2,9,8,88,7,8,3,1,44,2,,44,2
"0302090070804","03020900708",1,3,2,9,8,88,7,8,4,1,42,2,,42,2
"0302090070805","03020900708",1,3,2,9,8,88,7,8,5,1,86,3,,86,1
"0302090070806","03020900708",1,3,2,9,8,88,7,8,6,1,46,1,,46,3
"0303010020401","03030100204",1,3,3,1,8,88,2,4,1,1,45,1,3,45,2
"0303010020402","03030100204",1,3,3,1,8,88,2,4,2,1,25,10,,3,4
"0303010020403","03030100204",1,3,3,1,8,88,2,4,3,1,36,9,,36,2
"0303010020404","03030100204",1,3,3,1,8,88,2,4,4,1,22,4,,3,4
"0303010020405","03030100204",1,3,3,1,8,88,2,4,5,1,40,3,8,40,2
"0303010020406","03030100204",1,3,3,1,8,88,2,4,6,2,45,2,,45,1
"0303010020407","03030100204",1,3,3,1,8,88,2,4,7,2,42,2,,42,3
"0303020010801","03030200108",0,3,3,2,2,2,1,8,1,1,40,1,,30,4
"0303020010802","03030200108",0,3,3,2,2,2,1,8,2,1,24,11,,1,4
"0303020010803","03030200108",0,3,3,2,2,2,1,8,3,1,52,2,,45,3
"0303020010804","03030200108",0,3,3,2,2,2,1,8,4,2,26,2,,26,4
"0303020010805","03030200108",0,3,3,2,2,2,1,8,5,1,51,1,,41,4
"0303020010806","03030200108",0,3,3,2,2,2,1,8,6,1,27,1,2,27,3
"0303020010807","03030200108",0,3,3,2,2,2,1,8,7,1,22,11,,2,3
"0303020010808","03030200108",0,3,3,2,2,2,1,8,8,1,23,11,,22,4
"0303020210401","03030202104",1,3,3,2,8,88,21,4,1,1,49,1,2,49,3
"0303020210402","03030202104",1,3,3,2,8,88,21,4,2,1,21,2,,0,4
"0303020210403","03030202104",1,3,3,2,8,88,21,4,3,1,21,7,,1,4
"0303020210404","03030202104",1,3,3,2,8,88,21,4,4,2,30,2,,30,3
"0303020210405","03030202104",1,3,3,2,8,88,21,4,5,1,20,8,,20,4
"0303020210406","03030202104",1,3,3,2,8,88,21,4,6,1,22,5,,1,4
"0303020210407","03030202104",1,3,3,2,8,88,21,4,7,1,42,3,2,42,2
"0303020210408","03030202104",1,3,3,2,8,88,21,4,8,1,63,9,,27,1
"0303020210409","03030202104",1,3,3,2,8,88,21,4,9,1,28,3,,28,4
"0303030240401","03030302404",1,3,3,3,8,88,24,4,1,1,40,1,,40,3
"0303030240402","03030302404",1,3,3,3,8,88,24,4,2,2,23,2,,23,3
"0303030240403","03030302404",1,3,3,3,8,88,24,4,3,1,65,3,,65,1
"0303030240404","03030302404",1,3,3,3,8,88,24,4,4,1,24,5,,24,4
"0303030240405","03030302404",1,3,3,3,8,88,24,4,5,1,32,6,,2,4
"0303030240406","03030302404",1,3,3,3,8,88,24,4,6,2,24,7,,4,4
"0303040090601","03030400906",1,3,3,4,8,88,9,6,1,1,47,1,,24,2
"0303040090602","03030400906",1,3,3,4,8,88,9,6,2,1,29,2,11,1,4
"0303040090603","03030400906",1,3,3,4,8,88,9,6,3,1,24,6,,1,4
"0303040090604","03030400906",1,3,3,4,8,88,9,6,4,2,38,2,,38,1
"0303040090605","03030400906",1,3,3,4,8,88,9,6,5,2,28,7,,28,4
"0303040090606","03030400906",1,3,3,4,8,88,9,6,6,1,35,9,,35,2
"0303040090607","03030400906",1,3,3,4,8,88,9,6,7,1,28,10,,21,4
"0303040090608","03030400906",1,3,3,4,8,88,9,6,8,1,42,8,,42,1
"0303040090609","03030400906",1,3,3,4,8,88,9,6,9,1,32,4,,4,4
"0303050110101","03030501101",1,3,3,5,8,88,11,1,1,1,38,2,9,38,2
"0303050110102","03030501101",1,3,3,5,8,88,11,1,2,1,22,1,,3,4
"0303050110103","03030501101",1,3,3,5,8,88,11,1,3,1,24,10,,4,4
"0303050110104","03030501101",1,3,3,5,8,88,11,1,4,1,22,5,,3,4
"0303050110105","03030501101",1,3,3,5,8,88,11,1,5,1,72,3,,72,1
"0303050110106","03030501101",1,3,3,5,8,88,11,1,6,1,56,9,,56,2
"0303050110107","03030501101",1,3,3,5,8,88,11,1,7,1,60,9,,60,2
"0303050110108","03030501101",1,3,3,5,8,88,11,1,8,1,40,8,,40,1
"0303070100201","03030701002",1,3,3,7,8,88,10,2,1,1,40,1,,40,3
"0303070100202","03030701002",1,3,3,7,8,88,10,2,2,2,43,2,,43,3
"0303070100203","03030701002",1,3,3,7,8,88,10,2,3,1,68,3,,68,3
"0303070100204","03030701002",1,3,3,7,8,88,10,2,4,1,49,4,,6,4
"0303070100205","03030701002",1,3,3,7,8,88,10,2,5,1,24,6,,1,4
"0303070100206","03030701002",1,3,3,7,8,88,10,2,6,2,25,7,,6,4
"0303080161701","03030801617",1,3,3,8,8,88,16,17,1,1,50,1,,50,3
"0303080161702","03030801617",1,3,3,8,8,88,16,17,2,1,38,4,,2,4
"0303080161703","03030801617",1,3,3,8,8,88,16,17,3,1,22,6,,1,4
"0303080161704","03030801617",1,3,3,8,8,88,16,17,4,2,23,7,,3,4
"0303080161705","03030801617",1,3,3,8,8,88,16,17,5,1,23,1,,3,4
"0303080161706","03030801617",1,3,3,8,8,88,16,17,6,1,55,3,,55,2
"0303080161707","03030801617",1,3,3,8,8,88,16,17,7,1,38,1,1,38,3
"0303080161708","03030801617",1,3,3,8,8,88,16,17,8,2,25,1,1,3,4
"0303100170101","03031001701",1,3,3,10,8,88,17,1,1,2,20,2,,20,4
"0303100170102","03031001701",1,3,3,10,8,88,17,1,2,1,40,1,,40,2
"0303100170103","03031001701",1,3,3,10,8,88,17,1,3,1,65,3,,65,2
"0303100170104","03031001701",1,3,3,10,8,88,17,1,4,1,24,10,,3,4
"0303100170105","03031001701",1,3,3,10,8,88,17,1,5,1,25,6,,25,4
"0303100170106","03031001701",1,3,3,10,8,88,17,1,6,1,25,5,,4,4
"0304030140101","03040301401",1,3,4,3,8,88,14,1,1,1,41,1,,41,2
"0304030140102","03040301401",1,3,4,3,8,88,14,1,2,1,27,6,,3,4
"0304030140103","03040301401",1,3,4,3,8,88,14,1,3,1,25,10,,2,4
"0304030140104","03040301401",1,3,4,3,8,88,14,1,4,1,28,2,,28,2
"0304030140105","03040301401",1,3,4,3,8,88,14,1,5,2,26,7,,3,4
"0304030140106","03040301401",1,3,4,3,8,88,14,1,6,1,30,11,,3,4
"0304060080101","03040600801",1,3,4,6,8,88,8,1,1,1,38,1,,38,3
"0304060080102","03040600801",1,3,4,6,8,88,8,1,2,1,34,6,,2,4
"0304060080103","03040600801",1,3,4,6,8,88,8,1,3,1,24,7,,1,4
"0304060080104","03040600801",1,3,4,6,8,88,8,1,4,1,60,3,,60,1
"0304060080105","03040600801",1,3,4,6,8,88,8,1,5,1,28,8,,28,3
"0304090120301","03040901203",1,3,4,9,8,88,12,3,1,1,36,1,,21,2
"0304090120302","03040901203",1,3,4,9,8,88,12,3,2,1,35,2,,35,2
"0304090120303","03040901203",1,3,4,9,8,88,12,3,3,2,20,7,,2,4
"0304090120304","03040901203",1,3,4,9,8,88,12,3,4,2,25,7,,6,4
"0304090120305","03040901203",1,3,4,9,8,88,12,3,5,2,25,11,,1,4
"0304090120306","03040901203",1,3,4,9,8,88,12,3,6,1,24,10,,1,4
"0304090120307","03040901203",1,3,4,9,8,88,12,3,7,1,36,6,,4,4
"0304090120308","03040901203",1,3,4,9,8,88,12,3,8,2,40,2,,40,1
"0304090120309","03040901203",1,3,4,9,8,88,12,3,9,1,70,3,,21,1
"0304090120310","03040901203",1,3,4,9,8,88,12,3,10,1,38,6,,4,4
"0304110090301","03041100903",1,3,4,11,8,88,9,3,1,1,44,1,,44,2
"0304110090302","03041100903",1,3,4,11,8,88,9,3,2,1,41,2,,2,4
"0304110090303","03041100903",1,3,4,11,8,88,9,3,3,2,20,6,,2,4
"0304110090304","03041100903",1,3,4,11,8,88,9,3,4,2,24,7,,2,4
"0304110090305","03041100903",1,3,4,11,8,88,9,3,5,1,24,10,,2,3
"0304110090306","03041100903",1,3,4,11,8,88,9,3,6,1,44,9,,32,2
"0304110090307","03041100903",1,3,4,11,8,88,9,3,7,1,58,3,,58,1
"0304110090308","03041100903",1,3,4,11,8,88,9,3,8,2,29,2,,29,1
"0304110090309","03041100903",1,3,4,11,8,88,9,3,9,1,24,5,,3,4
"0304110090310","03041100903",1,3,4,11,8,88,9,3,10,1,42,9,,42,2
"0304120010501","03041200105",0,3,4,12,1,0,1,5,1,1,45,1,,3,4
"0304120010502","03041200105",0,3,4,12,1,0,1,5,2,1,30,2,,2,2
"0304120010503","03041200105",0,3,4,12,1,0,1,5,3,1,45,3,,5,2
"0304120010504","03041200105",0,3,4,12,1,0,1,5,4,2,21,7,,2,4
"0304120010505","03041200105",0,3,4,12,1,0,1,5,5,2,23,2,,9,4
"0304120010506","03041200105",0,3,4,12,1,0,1,5,6,1,38,2,,2,4
"0304120010507","03041200105",0,3,4,12,1,0,1,5,7,1,37,9,,10,2
"0304120010508","03041200105",0,3,4,12,1,0,1,5,8,2,28,11,,28,2
"0304140010201","03041402101",1,3,4,14,8,88,21,1,1,1,50,9,,50,2
"0304140010202","03041402101",1,3,4,14,8,88,21,1,2,1,60,3,,60,2
"0304140010203","03041402101",1,3,4,14,8,88,21,1,3,1,26,10,,2,4
"0304140010204","03041402101",1,3,4,14,8,88,21,1,4,1,23,5,,3,4
"0304140010205","03041402101",1,3,4,14,8,88,21,1,5,1,25,6,,2,4
"0304140010206","03041402101",1,3,4,14,8,88,21,1,6,2,24,7,,3,4
"0304160020401","03041600204",1,3,4,16,8,88,2,4,1,1,31,1,,31,2
"0304160020402","03041600204",1,3,4,16,8,88,2,4,2,1,26,6,,3,4
"0304160020403","03041600204",1,3,4,16,8,88,2,4,3,1,25,2,,2,4
"0304160020404","03041600204",1,3,4,16,8,88,2,4,4,1,22,10,,1,4
"0304160020405","03041600204",1,3,4,16,8,88,2,4,5,1,49,9,,49,2
"0304160020406","03041600204",1,3,4,16,8,88,2,4,6,2,25,2,,25,3
"0304160020407","03041600204",1,3,4,16,8,88,2,4,7,2,23,7,,6,3
"0305010150401","03050101504",1,3,5,1,8,88,15,4,1,1,45,1,,45,2
"0305010150402","03050101504",1,3,5,1,8,88,15,4,2,2,20,2,,20,1
"0305010150403","03050101504",1,3,5,1,8,88,15,4,3,1,28,2,,28,2
"0305010150404","03050101504",1,3,5,1,8,88,15,4,4,1,30,3,,30,3
"0305010150405","03050101504",1,3,5,1,8,88,15,4,5,1,24,4,,2,4
"0305010150406","03050101504",1,3,5,1,8,88,15,4,6,1,39,6,,39,4
"0305010150407","03050101504",1,3,5,1,8,88,15,4,7,1,42,9,,42,2
"0305010150408","03050101504",1,3,5,1,8,88,15,4,8,1,23,10,,3,4
"0305010150409","03050101504",1,3,5,1,8,88,15,4,9,1,22,7,,0,4
"0305040030501","03050400305",1,3,5,4,8,88,3,5,1,1,55,1,,52,2
"0305040030502","03050400305",1,3,5,4,8,88,3,5,2,1,33,9,,33,2
"0305040030503","03050400305",1,3,5,4,8,88,3,5,3,2,35,2,,35,1
"0305040030504","03050400305",1,3,5,4,8,88,3,5,4,1,45,2,,45,2
"0305040030505","03050400305",1,3,5,4,8,88,3,5,5,1,38,11,,38,1
"0305040030506","03050400305",1,3,5,4,8,88,3,5,6,1,59,3,,59,2
"0305040030507","03050400305",1,3,5,4,8,88,3,5,7,2,23,7,,3,4
"0305040030508","03050400305",1,3,5,4,8,88,3,5,8,2,27,5,,5,4
"0305070120401","03050701204",1,3,5,7,8,88,12,4,1,1,39,1,,39,4
"0305070120402","03050701204",1,3,5,7,8,88,12,4,2,1,28,11,,2,4
"0305070120403","03050701204",1,3,5,7,8,88,12,4,3,2,40,2,,40,2
"0305070120404","03050701204",1,3,5,7,8,88,12,4,4,1,27,5,,6,4
"0305070120405","03050701204",1,3,5,7,8,88,12,4,5,2,25,7,,6,4
"0305070120406","03050701204",1,3,5,7,8,88,12,4,6,1,24,10,,2,4
"0305070120407","03050701204",1,3,5,7,8,88,12,4,7,1,52,3,9,52,2
"0305070120408","03050701204",1,3,5,7,8,88,12,4,8,1,41,3,9,41,2
"0305090010401","03050900104",0,3,5,9,2,1,1,4,1,1,49,1,,29,3
"0305090010402","03050900104",0,3,5,9,2,1,1,4,2,1,56,11,,30,4
"0305090010403","03050900104",0,3,5,9,2,1,1,4,3,2,28,2,,28,4
"0305090010404","03050900104",0,3,5,9,2,1,1,4,4,1,38,11,,13,3
"0305090010405","03050900104",0,3,5,9,2,1,1,4,5,1,25,7,,25,4
"0305090010406","03050900104",0,3,5,9,2,1,1,4,6,1,49,5,,31,4
"0305110030701","03051100307",1,3,5,11,8,88,3,7,1,1,40,1,,18,4
"0305110030702","03051100307",1,3,5,11,8,88,3,7,2,1,38,2,,38,4
"0305110030703","03051100307",1,3,5,11,8,88,3,7,3,1,30,2,,30,3
"0305110030704","03051100307",1,3,5,11,8,88,3,7,4,1,24,10,,1,4
"0305110030705","03051100307",1,3,5,11,8,88,3,7,5,2,23,2,,4,4
"0305110030706","03051100307",1,3,5,11,8,88,3,7,6,1,28,2,,14,3
"0305110030707","03051100307",1,3,5,11,8,88,3,7,7,1,26,2,,5,5
"0305110030708","03051100307",1,3,5,11,8,88,3,7,8,1,40,2,,40,3
"0305110030709","03051100307",1,3,5,11,8,88,3,7,9,1,52,3,,5,2
"0305130070201","03051300702",1,3,5,13,8,88,7,2,1,2,23,7,2,5,5
"0305130070202","03051300702",1,3,5,13,8,88,7,2,2,1,52,1,9,52,2
"0305130070203","03051300702",1,3,5,13,8,88,7,2,3,1,41,2,,41,3
"0305130070204","03051300702",1,3,5,13,8,88,7,2,4,2,37,2,,37,1
"0305130070205","03051300702",1,3,5,13,8,88,7,2,5,1,63,9,3,63,2
"0305130070206","03051300702",1,3,5,13,8,88,7,2,6,1,43,9,,43,2
"0305130070207","03051300702",1,3,5,13,8,88,7,2,7,1,27,10,,1,5
"0305130070208","03051300702",1,3,5,13,8,88,7,2,8,1,22,5,11,2,5
"0305150070301","03051500703",1,3,5,15,8,88,7,3,1,1,34,1,,34,3
"0305150070302","03051500703",1,3,5,15,8,88,7,3,2,1,25,6,,3,4
"0305150070303","03051500703",1,3,5,15,8,88,7,3,3,1,23,1,,3,4
"0305150070304","03051500703",1,3,5,15,8,88,7,3,4,1,50,2,,50,2
"0305150070305","03051500703",1,3,5,15,8,88,7,3,5,1,31,1,,31,3
"0305150070306","03051500703",1,3,5,15,8,88,7,3,6,1,43,1,,43,3
"0305150070307","03051500703",1,3,5,15,8,88,7,3,7,2,49,2,,49,1
"0305150070308","03051500703",1,3,5,15,8,88,7,3,8,2,22,5,,1,4
"0305150070309","03051500703",1,3,5,15,8,88,7,3,9,2,22,5,,1,4
"0305150070310","03051500703",1,3,5,15,8,88,7,3,10,1,35,2,,35,3
"0305150070311","03051500703",1,3,5,15,8,88,7,3,11,1,37,2,,37,2
"0305210080801","03052100808",1,3,5,21,8,88,8,8,1,1,48,1,,48,3
"0305210080802","03052100808",1,3,5,21,8,88,8,8,2,1,42,2,,42,2
"0305210080803","03052100808",1,3,5,21,8,88,8,8,3,1,36,5,,24,4
"0305210080804","03052100808",1,3,5,21,8,88,8,8,4,2,22,7,,1,4
"0305210080805","03052100808",1,3,5,21,8,88,8,8,5,1,59,3,,59,3
"0305210080806","03052100808",1,3,5,21,8,88,8,8,6,2,28,5,,28,4
"0306020260301","03060202603",1,3,6,2,8,88,26,3,1,1,33,1,,33,3
"0306020260302","03060202603",1,3,6,2,8,88,26,3,2,1,23,11,,2,4
"0306020260303","03060202603",1,3,6,2,8,88,26,3,3,1,27,2,,27,3
"0306020260304","03060202603",1,3,6,2,8,88,26,3,4,1,33,2,,33,2
"0306020260305","03060202603",1,3,6,2,8,88,26,3,5,1,25,2,,7,3
"0306020260306","03060202603",1,3,6,2,8,88,26,3,6,1,23,6,,0,4
"0306020260307","03060202603",1,3,6,2,8,88,26,3,7,2,36,2,,36,3
"0306020260308","03060202603",1,3,6,2,8,88,26,3,8,1,26,5,,3,4
"0306040200101","03060402001",1,3,6,4,8,88,20,1,1,1,48,1,,48,3
"0306040200102","03060402001",1,3,6,4,8,88,20,1,2,1,42,11,,4,5
"0306040200103","03060402001",1,3,6,4,8,88,20,1,3,1,25,11,,1,5
"0306040200104","03060402001",1,3,6,4,8,88,20,1,4,1,38,2,,38,3
"0306040200105","03060402001",1,3,6,4,8,88,20,1,5,1,38,2,,38,4
"0306040200106","03060402001",1,3,6,4,8,88,20,1,6,1,28,2,,28,2
"0306040200107","03060402001",1,3,6,4,8,88,20,1,7,1,71,3,,38,2
"0306040200108","03060402001",1,3,6,4,8,88,20,1,8,1,32,6,,1,5
"0306040200109","03060402001",1,3,6,4,8,88,20,1,9,1,76,3,,76,2
"0306040200110","03060402001",1,3,6,4,8,88,20,1,10,1,50,2,,50,2
"0306040200111","03060402001",1,3,6,4,8,88,20,1,11,1,48,2,,48,3
"0306060210301","03060602103",1,3,6,6,8,88,21,3,1,1,40,1,,24,3
"0306060210302","03060602103",1,3,6,6,8,88,21,3,2,1,46,2,,46,3
"0306060210303","03060602103",1,3,6,6,8,88,21,3,3,1,47,4,,10,4
"0306060210304","03060602103",1,3,6,6,8,88,21,3,4,1,38,4,,2,4
"0306060210305","03060602103",1,3,6,6,8,88,21,3,5,2,20,5,,1,4
"0306060210306","03060602103",1,3,6,6,8,88,21,3,6,2,22,6,,8,4
"0306060210307","03060602103",1,3,6,6,8,88,21,3,7,1,27,10,,1,4
"0306060210308","03060602103",1,3,6,6,8,88,21,3,8,2,23,11,,3,4
"0306090180701","03060901807",1,3,6,9,8,88,18,7,1,1,48,1,,48,3
"0306090180702","03060901807",1,3,6,9,8,88,18,7,2,1,52,3,,52,3
"0306090180703","03060901807",1,3,6,9,8,88,18,7,3,2,30,2,,30,3
"0306090180704","03060901807",1,3,6,9,8,88,18,7,4,1,33,11,,33,3
"0306090180705","03060901807",1,3,6,9,8,88,18,7,5,1,33,11,,33,3
"0306090180706","03060901807",1,3,6,9,8,88,18,7,6,1,32,2,,32,3
"0306090180707","03060901807",1,3,6,9,8,88,18,7,7,1,27,10,,27,3
"0306090180708","03060901807",1,3,6,9,8,88,18,7,8,2,23,7,,5,3
"0306090180709","03060901807",1,3,6,9,8,88,18,7,9,1,35,6,,1,3
"0306110220701","03061102207",1,3,6,11,8,88,22,7,1,1,43,2,,43,2
"0306110220702","03061102207",1,3,6,11,8,88,22,7,2,1,37,11,,37,2
"0306110220703","03061102207",1,3,6,11,8,88,22,7,3,1,52,2,,52,2
"0306110220704","03061102207",1,3,6,11,8,88,22,7,4,1,24,6,,1,5
"0306110220705","03061102207",1,3,6,11,8,88,22,7,5,2,26,6,,1,5
"0306140010501","03061400105",0,3,6,14,8,88,1,5,1,1,40,1,2,16,2
"0306140010502","03061400105",0,3,6,14,8,88,1,5,2,1,49,8,,49,4
"0306140010503","03061400105",0,3,6,14,8,88,1,5,3,1,45,2,,20,1
"0306140010504","03061400105",0,3,6,14,8,88,1,5,4,1,30,2,,6,2
"0306140010505","03061400105",0,3,6,14,8,88,1,5,5,1,30,2,,6,2
"0306140010506","03061400105",0,3,6,14,8,88,1,5,6,1,52,2,,8,2
"0306140010507","03061400105",0,3,6,14,8,88,1,5,7,2,26,2,,2,4
"0306140010508","03061400105",0,3,6,14,8,88,1,5,8,1,37,2,,37,4
"0306140010509","03061400105",0,3,6,14,8,88,1,5,9,1,26,2,,26,4
"0306140010510","03061400105",0,3,6,14,8,88,1,5,10,1,40,2,,7,2
"0306140010511","03061400105",0,3,6,14,8,88,1,5,11,1,40,2,,3,2
"0306160120701","03061601207",1,3,6,16,8,88,12,7,1,1,27,11,,2,4
"0306160120702","03061601207",1,3,6,16,8,88,12,7,2,2,24,7,,6,4
"0306160120703","03061601207",1,3,6,16,8,88,12,7,3,2,23,7,,3,4
"0306160120704","03061601207",1,3,6,16,8,88,12,7,4,1,56,11,,56,3
"0306160120705","03061601207",1,3,6,16,8,88,12,7,5,2,25,6,,6,4
"0307010140601","03070101406",1,3,7,1,8,88,14,6,1,1,24,10,,1,4
"0307010140602","03070101406",1,3,7,1,8,88,14,6,2,1,54,9,,54,5
"0307010140603","03070101406",1,3,7,1,8,88,14,6,3,2,30,2,,30,2
