"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","crop_id","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","crop_name","crop_code","ph_s10q01_a","ph_s10q01_b","ph_s10q01_c","ph_s10q01_d","ph_s10q01_e","ph_s10q01_f","ph_s10q01_g","ph_s10q01_h","ph_s10q01_i","ph_s10q02_a","ph_s10q02_b","ph_s10q02_c","ph_s10q02_d","ph_s10q02_e","ph_s10q02_f","ph_s10q02_g","ph_s10q02_h","ph_s10q02_i","ph_s10q02_j","ph_s10q02_k","ph_s10q02_l","ph_s10q02_m","ph_s10q02_n","ph_s10q02_o","ph_s10q02_p","ph_s10q02_q","ph_s10q02_r","ph_s10q02_s","ph_s10q02_t","ph_s10q02_u","ph_s10q02_v","ph_s10q02_w","ph_s10q02_x","ph_s10q02_y","ph_s10q02_z","ph_s10q02_ka","ph_s10q02_la","ph_s10q02_ma","ph_s10q02_na","ph_s10q02_oa","ph_s10q02_pa","ph_s10q03_a","ph_s10q03_b","ph_s10q03_c","ph_s10q03_d","ph_s10q03_e","ph_s10q03_f"
"0302020250816701","03020202508167","03020202508",1,4664.615234375,2,2,1,3,2,2,25,8,167,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,3,3,8,3,2,2,6,0,,,,0,,,,,,,,,,,,,,,,,,,,2,2,0,,0,
"0302020250816701","03020202508167","03020202508",1,4664.615234375,2,3,1,3,2,2,25,8,167,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,3,9,3,2,2,8,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,2,4,1,3,2,2,25,8,167,1,"CHICK PEAS",11,0,0,0,0,0,0,0,0,0,1,2,3,8,3,2,2,7,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,2,5,1,3,2,2,25,8,167,1,"ONION",58,0,0,0,0,0,0,0,0,0,1,2,2,8,2,2,2,6,3,2,2,8,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,3,1,1,3,2,2,25,8,167,1,"RICE",5,0,0,0,0,0,0,0,0,0,1,3,3,9,3,2,3,8,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,0,,0,
"0302020250816701","03020202508167","03020202508",1,4664.615234375,4,1,1,3,2,2,25,8,167,1,"MILLET",3,0,0,0,0,0,0,0,0,0,1,2,2,8,3,2,2,7,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,0,,0,
"0302020250816701","03020202508167","03020202508",1,4664.615234375,4,2,1,3,2,2,25,8,167,1,"RED PEPPER",38,0,0,0,0,0,0,0,0,0,2,2,2,6,3,3,2,4,4,2,2,6,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,4,2,2,3,2,2,25,8,167,1,"COTTON",73,0,0,0,0,0,0,0,0,0,2,2,2,4,3,2,2,4,4,1,1,4,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,4,3,1,3,2,2,25,8,167,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,3,2,9,3,2,2,6,0,,,,0,,,,,,,,,,,,,,,,,,,,2,1,0,,0,
"0302020250816701","03020202508167","03020202508",1,4664.615234375,5,1,1,3,2,2,25,8,167,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,2,8,3,2,2,8,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,6,1,1,3,2,2,25,8,167,1,"VETCH",16,0,0,0,0,0,0,0,0,0,1,2,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,7,1,1,3,2,2,25,8,167,1,"CHICK PEAS",11,0,0,0,0,0,0,0,0,0,1,3,2,9,3,2,2,7,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,8,1,1,3,2,2,25,8,167,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,3,3,9,3,2,2,8,0,,,,0,,,,,,,,,,,,,,,,,,,,2,2,0,,0,
"0302020250816701","03020202508167","03020202508",1,4664.615234375,8,2,1,3,2,2,25,8,167,1,"ONION",58,0,0,0,0,0,0,0,0,0,1,2,2,8,3,2,2,7,4,2,2,7,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090600301","03020400906003","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,3,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,1,3,7,2,1,3,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090600301","03020400906003","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,3,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,1,7,2,1,1,5,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090600301","03020400906003","03020400906",1,2117.69555664063,1,5,1,3,2,4,9,6,3,1,"HORSE BEANS",13,0,0,0,0,0,0,0,0,0,1,1,1,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090600301","03020400906003","03020400906",1,2117.69555664063,1,6,1,3,2,4,9,6,3,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,1,5,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090600301","03020400906003","03020400906",1,2117.69555664063,1,7,1,3,2,4,9,6,3,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,1,7,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090600301","03020400906003","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,3,1,"VETCH",16,0,0,0,0,0,0,0,0,0,1,1,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,2,1,2,0,
"0302040090600301","03020400906003","03020400906",1,2117.69555664063,3,1,1,3,2,4,9,6,3,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,2,7,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,0,,0,
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,13,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,3,2,2,8,4,2,2,8,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,2,2,3,2,4,9,6,13,1,"HORSE BEANS",13,0,0,0,0,0,0,0,0,0,3,1,1,6,4,1,1,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,13,1,"GESHO",75,0,0,0,0,0,0,0,0,0,2,2,2,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,4,1,3,2,4,9,6,13,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,1,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,5,1,3,2,4,9,6,13,1,"GARLIC",55,0,0,0,0,0,0,0,0,0,2,1,1,3,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,6,2,3,2,4,9,6,13,1,"HORSE BEANS",13,0,0,0,0,0,0,0,0,0,3,1,1,5,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,6,1,3,2,4,9,6,13,1,"POTATOES",60,0,0,0,0,0,0,0,0,0,2,2,2,4,5,2,3,5,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,7,1,3,2,4,9,6,13,1,"GESHO",75,0,0,0,0,0,0,0,0,0,2,1,1,3,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,1,8,1,3,2,4,9,6,13,1,"RAPE SEED",26,0,0,0,0,0,0,0,0,0,2,1,1,2,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,13,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,1,1,6,3,1,1,6,4,2,1,7,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,2,2,1,3,2,4,9,6,13,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,3,1,3,6,4,1,3,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,2,4,1,3,2,4,9,6,13,1,"HORSE BEANS",13,0,0,0,0,0,0,0,0,0,3,2,3,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,2,5,1,3,2,4,9,6,13,1,"VETCH",16,0,0,0,0,0,0,0,0,0,4,2,3,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601303","03020400906013","03020400906",1,2117.69555664063,1,1,1,3,2,4,9,6,13,3,"WHEAT",8,0,0,0,0,0,0,0,0,0,3,2,3,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,0,,0,
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,18,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,3,6,2,2,3,4,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,1,2,2,3,2,4,9,6,18,1,"HORSE BEANS",13,0,0,0,0,0,0,0,0,0,2,2,3,5,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,18,1,"MAIZE",2,0,0,0,0,0,0,0,0,0,2,1,2,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,1,4,1,3,2,4,9,6,18,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,1,1,6,2,1,1,8,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,18,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,2,1,1,8,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,2,2,1,3,2,4,9,6,18,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,2,7,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,3,2,1,3,2,4,9,6,18,1,"VETCH",16,0,0,0,0,0,0,0,0,0,1,2,3,7,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,4,1,1,3,2,4,9,6,18,1,"VETCH",16,0,0,0,0,0,0,0,0,0,1,1,2,5,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,5,1,1,3,2,4,9,6,18,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,1,1,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090603301","03020400906033","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,33,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,2,8,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,3,1,0,,0,
"0302040090604801","03020400906048","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,48,1,"VETCH",16,0,0,0,0,0,0,0,0,0,2,1,3,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090604801","03020400906048","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,48,1,"CHICK PEAS",11,0,0,0,0,0,0,0,0,0,1,2,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090604801","03020400906048","03020400906",1,2117.69555664063,1,4,1,3,2,4,9,6,48,1,"MAIZE",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090604801","03020400906048","03020400906",1,2117.69555664063,1,5,1,3,2,4,9,6,48,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,3,5,2,1,2,4,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090604801","03020400906048","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,48,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,0,,0,
"0302040090604801","03020400906048","03020400906",1,2117.69555664063,2,2,1,3,2,4,9,6,48,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,2,3,6,2,2,2,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,1,2,2,3,2,4,9,6,63,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,3,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,63,1,"CHICK PEAS",11,0,0,0,0,0,0,0,0,0,1,2,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,63,1,"MAIZE",2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,1,4,1,3,2,4,9,6,63,1,"HORSE BEANS",13,0,0,0,0,0,0,0,0,0,1,1,2,5,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,1,4,2,3,2,4,9,6,63,1,"RAPE SEED",26,0,0,0,0,0,0,0,0,0,2,1,1,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,1,5,1,3,2,4,9,6,63,1,"GESHO",75,0,0,0,0,0,0,0,0,0,1,1,2,3,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,63,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,2,7,3,1,1,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,3,1,1,3,2,4,9,6,63,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,1,2,0,
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,4,1,1,3,2,4,9,6,63,1,"VETCH",16,0,0,0,0,0,0,0,0,0,1,1,1,8,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,4,2,1,3,2,4,9,6,63,1,"LINESEED",23,0,0,0,0,0,0,0,0,0,1,1,3,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090607801","03020400906078","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,78,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,3,4,2,1,2,3,3,1,3,4,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090607801","03020400906078","03020400906",1,2117.69555664063,1,2,2,3,2,4,9,6,78,1,"HORSE BEANS",13,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,4,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090607801","03020400906078","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,78,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,2,6,3,1,2,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090607801","03020400906078","03020400906",1,2117.69555664063,1,4,1,3,2,4,9,6,78,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,3,5,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090607801","03020400906078","03020400906",1,2117.69555664063,3,1,1,3,2,4,9,6,78,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,2,2,4,2,1,1,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090609301","03020400906093","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,93,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090609301","03020400906093","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,93,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,2,5,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090609301","03020400906093","03020400906",1,2117.69555664063,2,2,1,3,2,4,9,6,93,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,2,7,2,1,1,6,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,
"0302040090609301","03020400906093","03020400906",1,2117.69555664063,3,1,1,3,2,4,9,6,93,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,2,3,6,2,2,3,6,0,,,,0,,,,,,,,,,,,,,,,,,,,2,1,1,1,0,
"0302040090610801","03020400906108","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,108,1,"MAIZE",2,0,0,0,0,0,0,0,0,0,2,2,3,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090610801","03020400906108","03020400906",1,2117.69555664063,1,2,2,3,2,4,9,6,108,1,"RAPE SEED",26,0,0,0,0,0,0,0,0,0,2,1,1,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090610801","03020400906108","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,108,1,"GESHO",75,0,0,0,0,0,0,0,0,0,2,1,2,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090610801","03020400906108","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,108,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,3,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,
"0302040090610801","03020400906108","03020400906",1,2117.69555664063,2,2,1,3,2,4,9,6,108,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,2,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090610801","03020400906108","03020400906",1,2117.69555664063,3,2,1,3,2,4,9,6,108,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,123,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,2,1,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,123,1,"MAIZE",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,1,3,2,3,2,4,9,6,123,1,"RAPE SEED",26,0,0,0,0,0,0,0,0,0,2,1,1,3,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,1,4,1,3,2,4,9,6,123,1,"GESHO",75,0,0,0,0,0,0,0,0,0,1,1,1,3,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,123,1,"TEFF",7,0,0,0,0,0,0,0,0,0,2,1,2,6,4,1,2,5,0,,,,0,,,,,,,,,,,,,,,,,,,,2,1,0,,0,
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,2,2,1,3,2,4,9,6,123,1,"LINESEED",23,0,0,0,0,0,0,0,0,0,2,1,2,7,3,1,1,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,2,2,2,3,2,4,9,6,123,1,"POTATOES",60,0,0,0,0,0,0,0,0,0,2,2,3,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,3,1,1,3,2,4,9,6,123,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,2,1,2,8,3,1,2,7,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,4,1,1,3,2,4,9,6,123,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,2,1,2,7,3,1,1,6,4,1,1,7,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,1,2,1,3,2,4,9,6,138,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,3,7,2,2,2,6,3,2,3,6,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,1,2,2,3,2,4,9,6,138,1,"HORSE BEANS",13,0,0,0,0,0,0,0,0,0,2,1,2,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,1,3,1,3,2,4,9,6,138,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,1,2,7,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,1,5,1,3,2,4,9,6,138,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,2,2,2,6,4,2,2,5,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,1,6,1,3,2,4,9,6,138,1,"VETCH",16,0,0,0,0,0,0,0,0,0,1,1,2,5,2,1,1,4,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,1,7,1,3,2,4,9,6,138,1,"GESHO",75,0,0,0,0,0,0,0,0,0,2,1,2,3,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,2,1,1,3,2,4,9,6,138,1,"FIELD PEAS",15,0,0,0,0,0,0,0,0,0,2,2,2,5,4,2,2,6,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,2,2,1,3,2,4,9,6,138,1,"WHEAT",8,0,0,0,0,0,0,0,0,0,1,2,2,5,3,2,3,5,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,2,3,1,3,2,4,9,6,138,1,"BARLEY",1,0,0,0,0,0,0,0,0,0,1,1,2,4,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,2,5,1,3,2,4,9,6,138,1,"VETCH",16,0,0,0,0,0,0,0,0,0,1,1,1,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,3,1,1,3,2,4,9,6,138,1,"TEFF",7,0,0,0,0,0,0,0,0,0,1,1,2,7,3,1,2,7,0,,,,0,,,,,,,,,,,,,,,,,,,,1,2,0,,0,
"0302050190700201","03020501907002","03020501907",1,4810.5693359375,1,2,1,3,2,5,19,7,2,1,"BARLEY",1,0,,,0,,,0,,,1,2,3,7,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
"0302050190700201","03020501907002","03020501907",1,4810.5693359375,2,1,1,3,2,5,19,7,2,1,"BARLEY",1,0,,,0,,,0,,,1,2,2,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0302050190700201","03020501907002","03020501907",1,4810.5693359375,3,1,1,3,2,5,19,7,2,1,"LINESEED",23,0,,,0,,,0,,,1,2,3,8,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0302050190700201","03020501907002","03020501907",1,4810.5693359375,4,1,1,3,2,5,19,7,2,1,"POTATOES",60,0,,,0,,,0,,,1,4,1,3,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0302050190700201","03020501907002","03020501907",1,4810.5693359375,5,1,1,3,2,5,19,7,2,1,"WHEAT",8,0,,,0,,,0,,,1,2,3,10,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0302050190700201","03020501907002","03020501907",1,4810.5693359375,6,1,1,3,2,5,19,7,2,1,"FIELD PEAS",15,0,,,0,,,0,,,0,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0302050190700201","03020501907002","03020501907",1,4810.5693359375,6,2,1,3,2,5,19,7,2,1,"LENTILS",14,0,,,0,,,0,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0302050190701801","03020501907018","03020501907",1,4810.5693359375,2,1,1,3,2,5,19,7,18,1,"POTATOES",60,0,,,0,,,0,,,1,3,2,5,2,5,1,3,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,
"0302050190701801","03020501907018","03020501907",1,4810.5693359375,3,1,1,3,2,5,19,7,18,1,"WHEAT",8,0,,,0,,,0,,,1,2,3,10,2,2,3,10,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
