"holder_id","household_id","ea_id","rural","pw","parcel_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s2q02","pp_s2q03","pp_s2q04","pp_s2q05_a","pp_s2q05_b","pp_s2q06_a","pp_s2q06_b","pp_s2q07_a","pp_s2q07_b","pp_s2q08","pp_s2q09_a","pp_s2q09_b","pp_s2q10","pp_s2q11","pp_s2q12","pp_s2q13_a","pp_s2q13_b"
"0306160120703701","03061601207037","03061601207",1,6235.796875,3,3,6,16,12,7,37,1,2,1,1,12,1997,1,2,,,,,,2,200,,,
"0306160120703701","03061601207037","03061601207",1,6235.796875,4,3,6,16,12,7,37,1,1,1,1,12,1997,1,2,,,,,,2,1500,,,
"0306160120703701","03061601207037","03061601207",1,6235.796875,5,3,6,16,12,7,37,1,2,1,1,12,1997,1,2,,,,,,2,500,,,
"0306160120705501","03061601207055","03061601207",1,6235.796875,1,3,6,16,12,7,55,1,3,1,1,12,1997,1,,,,,,,2,200,,,
"0306160120707301","03061601207073","03061601207",1,6235.796875,1,3,6,16,12,7,73,1,6,1,1,12,1997,1,2,,,,,,2,3000,,,
"0306160120707301","03061601207073","03061601207",1,6235.796875,2,3,6,16,12,7,73,1,1,1,1,12,1997,1,2,,,,,,2,600,,,
"0306160120709101","03061601207091","03061601207",1,6235.796875,1,3,6,16,12,7,91,1,7,1,1,12,1997,1,2,,,,,,2,1000,,,
"0306160120709101","03061601207091","03061601207",1,6235.796875,2,3,6,16,12,7,91,1,1,1,1,12,1997,1,2,,,,,,2,200,,,
"0306160120709101","03061601207091","03061601207",1,6235.796875,3,3,6,16,12,7,91,1,1,1,1,12,1997,1,2,,,,,,2,200,,,
"0306160120710901","03061601207109","03061601207",1,6235.796875,1,3,6,16,12,7,109,1,10,1,1,12,1997,1,2,,,,,,2,1000,,,
"0306160120710901","03061601207109","03061601207",1,6235.796875,2,3,6,16,12,7,109,1,2,1,1,12,1997,1,2,,,,,,2,1500,,,
"0306160120710901","03061601207109","03061601207",1,6235.796875,3,3,6,16,12,7,109,1,1,1,1,12,1997,1,2,,,,,,2,500,,,
"0306160120712101","03061601207121","03061601207",1,6235.796875,1,3,6,16,12,7,121,1,12,1,1,12,1997,1,,,,,,,2,500,,,
"0306160120712101","03061601207121","03061601207",1,6235.796875,2,3,6,16,12,7,121,1,2,1,1,12,1997,1,,,,,,,2,150,,,
"0306160120712101","03061601207121","03061601207",1,6235.796875,3,3,6,16,12,7,121,1,2,1,1,12,1997,1,,,,,,,2,100,,,
"0306160120712101","03061601207121","03061601207",1,6235.796875,4,3,6,16,12,7,121,1,1,1,1,12,1997,1,,,,,,,2,200,,,
"0306160120712101","03061601207121","03061601207",1,6235.796875,5,3,6,16,12,7,121,1,1,1,1,12,1997,1,,,,,,,2,140,,,
"0306160120714501","03061601207145","03061601207",1,6235.796875,1,3,6,16,12,7,145,1,9,1,1,12,1997,1,,,,,,,2,200,,,
"0306160120714501","03061601207145","03061601207",1,6235.796875,2,3,6,16,12,7,145,1,1,1,1,12,1997,1,,,,,,,2,50,,,
"0306160120716401","03061601207164","03061601207",1,6235.796875,1,3,6,16,12,7,164,1,9,1,1,12,1997,1,,,,,,,2,1000,,,
"0307010140600401","03070101406004","03070101406",1,6397.40234375,1,3,7,1,14,6,4,1,6,2,1,8,2000,1,2,,,,,,2,400,,,
"0307010140600401","03070101406004","03070101406",1,6397.40234375,2,3,7,1,14,6,4,1,1,2,1,8,2000,1,2,,,,,,2,900,,,
"0307010140600401","03070101406004","03070101406",1,6397.40234375,3,3,7,1,14,6,4,1,3,1,1,8,2000,1,2,,,,,,2,800,,,
"0307010140600401","03070101406004","03070101406",1,6397.40234375,4,3,7,1,14,6,4,1,1,2,1,8,2000,1,2,,,,,,2,150,,,
"0307010140600401","03070101406004","03070101406",1,6397.40234375,5,3,7,1,14,6,4,1,1,2,1,8,2000,1,2,,,,,,2,100,,,
"0307010140600401","03070101406004","03070101406",1,6397.40234375,6,3,7,1,14,6,4,1,1,3,,,,,,,900,1,"N01",,,,,,
"0307010140600401","03070101406004","03070101406",1,6397.40234375,7,3,7,1,14,6,4,1,1,3,,,,,,,100,1,"N01",,,,,,
"0307010140600401","03070101406004","03070101406",1,6397.40234375,8,3,7,1,14,6,4,1,1,1,2,,,,,,,,,,2,20,,,
"0307010140601601","03070101406016","03070101406",1,6397.40234375,1,3,7,1,14,6,16,1,3,2,2,,,,,,,,,,2,60,,,
"0307010140601601","03070101406016","03070101406",1,6397.40234375,2,3,7,1,14,6,16,1,1,2,2,,,,,,,,,,2,400,,,
"0307010140601601","03070101406016","03070101406",1,6397.40234375,3,3,7,1,14,6,16,1,3,1,2,,,,,,,,,,1,400,,,
"0307010140601601","03070101406016","03070101406",1,6397.40234375,4,3,7,1,14,6,16,1,1,1,2,,,,,,,,,,1,,1,450,
"0307010140602201","03070101406022","03070101406",1,6397.40234375,1,3,7,1,14,6,22,1,3,2,1,9,2000,1,2,,,,,,2,300,,,
"0307010140602201","03070101406022","03070101406",1,6397.40234375,2,3,7,1,14,6,22,1,2,2,1,9,2000,1,2,,,,,,2,50,,,
"0307010140602201","03070101406022","03070101406",1,6397.40234375,3,3,7,1,14,6,22,1,1,3,,,,,,,650,1,"N01",,,,,,
"0307010140602201","03070101406022","03070101406",1,6397.40234375,4,3,7,1,14,6,22,1,1,2,1,9,2000,1,2,,,,,,2,450,,,
"0307010140602201","03070101406022","03070101406",1,6397.40234375,5,3,7,1,14,6,22,1,4,1,2,,,,,,,,,,2,200,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,1,3,7,1,14,6,40,1,2,2,2,,,,,,,,,,2,50,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,2,3,7,1,14,6,40,1,1,2,2,,,,,,,,,,2,30,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,3,3,7,1,14,6,40,1,5,2,2,,,,,,,,,,2,200,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,4,3,7,1,14,6,40,1,2,2,2,,,,,,,,,,2,800,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,5,3,7,1,14,6,40,1,1,2,2,,,,,,,,,,2,400,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,6,3,7,1,14,6,40,1,1,3,,,,,,,900,1,"N01",,,,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,7,3,7,1,14,6,40,1,1,3,,,,,,,600,1,"N02",,,,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,8,3,7,1,14,6,40,1,1,3,,,,,,,100,1,"N01",,,,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,9,3,7,1,14,6,40,1,1,1,2,,,,,,,,,,2,400,,,
"0307010140604001","03070101406040","03070101406",1,6397.40234375,10,3,7,1,14,6,40,1,2,3,,,,,,,400,1,"N02",,,,,,
"0307010140605801","03070101406058","03070101406",1,6397.40234375,1,3,7,1,14,6,58,1,3,2,1,9,2000,1,2,,,,,,2,100,,,
"0307010140605801","03070101406058","03070101406",1,6397.40234375,2,3,7,1,14,6,58,1,1,2,1,9,2000,1,2,,,,,,2,400,,,
"0307010140605801","03070101406058","03070101406",1,6397.40234375,3,3,7,1,14,6,58,1,2,2,1,9,2000,1,2,,,,,,2,800,,,
"0307010140605801","03070101406058","03070101406",1,6397.40234375,4,3,7,1,14,6,58,1,2,2,1,9,2000,1,2,,,,,,2,200,,,
"0307010140605801","03070101406058","03070101406",1,6397.40234375,5,3,7,1,14,6,58,1,3,1,2,,,,,,,,,,2,200,,,
"0307010140607601","03070101406076","03070101406",1,6397.40234375,1,3,7,1,14,6,76,1,8,1,2,,,,,,,,,,2,500,,,
"0307010140607601","03070101406076","03070101406",1,6397.40234375,2,3,7,1,14,6,76,1,3,1,2,,,,,,,,,,2,1000,,,
"0307010140607601","03070101406076","03070101406",1,6397.40234375,3,3,7,1,14,6,76,1,1,2,2,,,,,,,,,,2,600,,,
"0307010140607601","03070101406076","03070101406",1,6397.40234375,4,3,7,1,14,6,76,1,2,1,2,,,,,,,,,,2,300,,,
"0307010140607601","03070101406076","03070101406",1,6397.40234375,5,3,7,1,14,6,76,1,1,1,2,,,,,,,,,,2,200,,,
"0307010140609401","03070101406094","03070101406",1,6397.40234375,1,3,7,1,14,6,94,1,2,2,2,,,,,,,,,,2,150,,,
"0307010140609401","03070101406094","03070101406",1,6397.40234375,2,3,7,1,14,6,94,1,1,2,2,,,,,,,,,,2,50,,,
"0307010140611201","03070101406112","03070101406",1,6397.40234375,1,3,7,1,14,6,112,1,2,2,2,,,,,,,,,,2,100,,,
"0307010140611201","03070101406112","03070101406",1,6397.40234375,2,3,7,1,14,6,112,1,2,2,2,,,,,,,,,,2,100,,,
"0307010140611201","03070101406112","03070101406",1,6397.40234375,3,3,7,1,14,6,112,1,3,2,2,,,,,,,,,,2,1500,,,
"0307010140611201","03070101406112","03070101406",1,6397.40234375,4,3,7,1,14,6,112,1,1,3,,,,,,,500,1,"N01",,,,,,
"0307010140611201","03070101406112","03070101406",1,6397.40234375,5,3,7,1,14,6,112,1,3,1,2,,,,,,,,,,2,100,,,
"0307010140611201","03070101406112","03070101406",1,6397.40234375,6,3,7,1,14,6,112,1,3,2,2,,,,,,,,,,,,,,
"0307010140611201","03070101406112","03070101406",1,6397.40234375,7,3,7,1,14,6,112,1,1,2,2,,,,,,,,,,2,20,,,
"0307010140611201","03070101406112","03070101406",1,6397.40234375,8,3,7,1,14,6,112,1,1,3,,,,,,,100,1,"N02",,,,,,
"0307010140613001","03070101406130","03070101406",1,6397.40234375,1,3,7,1,14,6,130,1,1,2,2,,,,,,,,,,2,50,,,
"0307010140613001","03070101406130","03070101406",1,6397.40234375,2,3,7,1,14,6,130,1,2,2,2,,,,,,,,,,2,150,,,
"0307010140613001","03070101406130","03070101406",1,6397.40234375,3,3,7,1,14,6,130,1,4,2,2,,,,,,,,,,2,1500,,,
"0307010140613001","03070101406130","03070101406",1,6397.40234375,4,3,7,1,14,6,130,1,1,2,2,,,,,,,,,,2,400,,,
"0307010140613001","03070101406130","03070101406",1,6397.40234375,5,3,7,1,14,6,130,1,1,2,2,,,,,,,,,,2,300,,,
"0307010140613001","03070101406130","03070101406",1,6397.40234375,6,3,7,1,14,6,130,1,4,1,2,,,,,,,,,,2,200,,,
"0307010140613001","03070101406130","03070101406",1,6397.40234375,7,3,7,1,14,6,130,1,1,2,2,,,,,,,,,,2,100,,,
"0307010140614901","03070101406149","03070101406",1,6397.40234375,1,3,7,1,14,6,149,1,1,2,2,,,,,,,,,,2,50,,,
"0307010140614901","03070101406149","03070101406",1,6397.40234375,2,3,7,1,14,6,149,1,3,2,2,,,,,,,,,,2,50,,,
"0307010140614901","03070101406149","03070101406",1,6397.40234375,3,3,7,1,14,6,149,1,3,2,2,,,,,,,,,,2,50,,,
"0307010140614901","03070101406149","03070101406",1,6397.40234375,4,3,7,1,14,6,149,1,1,3,,,,,,,500,1,"N01",,,,,,
"0307010140614901","03070101406149","03070101406",1,6397.40234375,5,3,7,1,14,6,149,1,1,3,,,,,,,200,1,"N01",,,,,,
"0307010140614901","03070101406149","03070101406",1,6397.40234375,6,3,7,1,14,6,149,1,3,1,2,,,,,,,,,,2,200,,,
"0307010140614901","03070101406149","03070101406",1,6397.40234375,7,3,7,1,14,6,149,1,1,2,2,,,,,,,,,,2,100,,,
"0307010140616701","03070101406167","03070101406",1,6397.40234375,1,3,7,1,14,6,167,1,6,2,2,,,,,,,,,,2,600,,,
"0307010140616701","03070101406167","03070101406",1,6397.40234375,2,3,7,1,14,6,167,1,1,2,2,,,,,,,,,,1,,1,,300
"0307010140616701","03070101406167","03070101406",1,6397.40234375,3,3,7,1,14,6,167,1,1,2,2,,,,,,,,,,1,,3,,900
"0307010140616701","03070101406167","03070101406",1,6397.40234375,4,3,7,1,14,6,167,1,3,1,2,,,,,,,,,,2,200,,,
"0307030010500201","03070300105002","03070300105",1,6774.1865234375,1,3,7,3,1,5,2,1,3,2,2,,,,,,,,,,2,200,,,
"0307030010500201","03070300105002","03070300105",1,6774.1865234375,2,3,7,3,1,5,2,1,1,3,,,,,,,1500,1,"N01",,,,,,
"0307030010500201","03070300105002","03070300105",1,6774.1865234375,3,3,7,3,1,5,2,1,2,3,,,,,,,750,1,"N01",,,,,,
"0307030010500201","03070300105002","03070300105",1,6774.1865234375,4,3,7,3,1,5,2,1,1,3,,,,,,,500,1,"N01",,,,,,
"0307030010500201","03070300105002","03070300105",1,6774.1865234375,5,3,7,3,1,5,2,1,2,2,2,,,,,,,,,,2,1000,,,
"0307030010500201","03070300105002","03070300105",1,6774.1865234375,6,3,7,3,1,5,2,1,1,2,1,6,2001,2,,,,,,,2,300,,,
"0307030010502001","03070300105020","03070300105",1,6774.1865234375,1,3,7,3,1,5,20,1,3,2,2,,,,,,,,,,2,400,,,
"0307030010502001","03070300105020","03070300105",1,6774.1865234375,2,3,7,3,1,5,20,1,1,2,2,,,,,,,,,,2,100,,,
"0307030010502001","03070300105020","03070300105",1,6774.1865234375,3,3,7,3,1,5,20,1,2,3,,,,,,,900,1,"N01",,,,,,
"0307030010502001","03070300105020","03070300105",1,6774.1865234375,4,3,7,3,1,5,20,1,1,3,,,,,,,2200,1,"N01",,,,,,
"0307030010502001","03070300105020","03070300105",1,6774.1865234375,5,3,7,3,1,5,20,1,3,2,2,,,,,,,,,,2,400,,,
"0307030010502001","03070300105020","03070300105",1,6774.1865234375,6,3,7,3,1,5,20,1,1,2,2,,,,,,,,,,2,100,,,
"0307030010502001","03070300105020","03070300105",1,6774.1865234375,7,3,7,3,1,5,20,1,1,2,2,,,,,,,,,,2,400,,,
"0307030010504001","03070300105040","03070300105",1,6774.1865234375,1,3,7,3,1,5,40,1,7,1,2,,,,,,,,,,2,1200,,,
"0307030010504001","03070300105040","03070300105",1,6774.1865234375,2,3,7,3,1,5,40,1,3,1,2,,,,,,,,,,2,500,,,
"0307030010504001","03070300105040","03070300105",1,6774.1865234375,3,3,7,3,1,5,40,1,1,1,2,,,,,,,,,,2,400,,,
"0307030010504001","03070300105040","03070300105",1,6774.1865234375,4,3,7,3,1,5,40,1,1,1,2,,,,,,,,,,2,300,,,
"0307030010505901","03070300105059","03070300105",1,6774.1865234375,1,3,7,3,1,5,59,1,3,2,2,,,,,,,,,,2,200,,,
"0307030010505901","03070300105059","03070300105",1,6774.1865234375,2,3,7,3,1,5,59,1,3,2,2,,,,,,,,,,2,600,,,
"0307030010505901","03070300105059","03070300105",1,6774.1865234375,3,3,7,3,1,5,59,1,3,2,2,,,,,,,,,,2,600,,,
"0307030010505901","03070300105059","03070300105",1,6774.1865234375,4,3,7,3,1,5,59,1,1,2,2,,,,,,,,,,2,200,,,
"0307030010505901","03070300105059","03070300105",1,6774.1865234375,5,3,7,3,1,5,59,1,1,2,2,,,,,,,,,,2,100,,,
"0307030010505901","03070300105059","03070300105",1,6774.1865234375,6,3,7,3,1,5,59,1,1,2,2,,,,,,,,,,1,,2,,1000
"0307030010505901","03070300105059","03070300105",1,6774.1865234375,7,3,7,3,1,5,59,1,1,2,2,,,,,,,,,,1,,1,,1000
"0307030010507701","03070300105077","03070300105",1,6774.1865234375,1,3,7,3,1,5,77,1,4,2,2,,,,,,,,,,2,600,,,
"0307030010507701","03070300105077","03070300105",1,6774.1865234375,2,3,7,3,1,5,77,1,3,2,2,,,,,,,,,,2,600,,,
"0307030010507701","03070300105077","03070300105",1,6774.1865234375,3,3,7,3,1,5,77,1,1,3,,,,,,,2000,1,"N01",,,,,,
"0307030010507701","03070300105077","03070300105",1,6774.1865234375,4,3,7,3,1,5,77,1,1,3,,,,,,,2400,1,"N01",,,,,,
"0307030010507701","03070300105077","03070300105",1,6774.1865234375,5,3,7,3,1,5,77,1,2,2,2,,,,,,,,,,2,700,,,
"0307030010507701","03070300105077","03070300105",1,6774.1865234375,6,3,7,3,1,5,77,1,1,3,,,,,,,1800,1,"N01",,,,,,
"0307030010507701","03070300105077","03070300105",1,6774.1865234375,7,3,7,3,1,5,77,1,1,2,2,,,,,,,,,,2,400,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,1,3,7,3,1,5,95,1,1,2,1,8,2001,1,2,,,,,,2,100,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,2,3,7,3,1,5,95,1,1,2,1,8,2001,1,2,,,,,,2,800,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,3,3,7,3,1,5,95,1,1,2,1,8,2001,1,2,,,,,,2,50,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,4,3,7,3,1,5,95,1,3,2,1,8,2001,1,2,,,,,,2,600,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,5,3,7,3,1,5,95,1,2,2,1,8,2001,1,2,,,,,,2,600,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,6,3,7,3,1,5,95,1,1,2,1,8,2001,1,2,,,,,,2,800,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,7,3,7,3,1,5,95,1,2,2,1,8,2001,1,2,,,,,,2,1000,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,8,3,7,3,1,5,95,1,1,1,1,8,2001,1,2,,,,,,2,1500,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,9,3,7,3,1,5,95,1,1,3,,,,,,,1350,1,"N01",,,,,,
"0307030010509501","03070300105095","03070300105",1,6774.1865234375,10,3,7,3,1,5,95,1,1,2,2,,,,,,,,,,2,250,,,
"0307030010511301","03070300105113","03070300105",1,6774.1865234375,1,3,7,3,1,5,113,1,1,2,2,,,,,,,,,,2,100,,,
"0307030010511301","03070300105113","03070300105",1,6774.1865234375,2,3,7,3,1,5,113,1,2,2,2,,,,,,,,,,2,400,,,
"0307030010511301","03070300105113","03070300105",1,6774.1865234375,3,3,7,3,1,5,113,1,2,2,2,,,,,,,,,,2,500,,,
"0307030010511301","03070300105113","03070300105",1,6774.1865234375,4,3,7,3,1,5,113,1,2,2,2,,,,,,,,,,2,400,,,
"0307030010511301","03070300105113","03070300105",1,6774.1865234375,5,3,7,3,1,5,113,1,2,3,,,,,,,800,1,"N01",,,,,,
"0307030010511301","03070300105113","03070300105",1,6774.1865234375,6,3,7,3,1,5,113,1,1,2,2,,,,,,,,,,2,250,,,
"0307030010511301","03070300105113","03070300105",1,6774.1865234375,7,3,7,3,1,5,113,1,1,2,2,,,,,,,,,,2,80,,,
"0307030010513101","03070300105131","03070300105",1,6774.1865234375,1,3,7,3,1,5,131,1,4,2,2,,,,,,,,,,2,500,,,
"0307030010513101","03070300105131","03070300105",1,6774.1865234375,2,3,7,3,1,5,131,1,2,2,2,,,,,,,,,,2,600,,,
"0307030010513101","03070300105131","03070300105",1,6774.1865234375,3,3,7,3,1,5,131,1,2,2,2,,,,,,,,,,2,300,,,
"0307030010513101","03070300105131","03070300105",1,6774.1865234375,4,3,7,3,1,5,131,1,1,2,2,,,,,,,,,,2,500,,,
"0307030010513101","03070300105131","03070300105",1,6774.1865234375,5,3,7,3,1,5,131,1,3,2,2,,,,,,,,,,2,1000,,,
"0307030010513101","03070300105131","03070300105",1,6774.1865234375,6,3,7,3,1,5,131,1,1,2,2,,,,,,,,,,2,300,,,
"0307030010513101","03070300105131","03070300105",1,6774.1865234375,7,3,7,3,1,5,131,1,1,2,2,,,,,,,,,,2,200,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,1,3,7,3,1,5,149,1,7,2,1,8,2001,1,2,,,,,,2,2000,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,2,3,7,3,1,5,149,1,1,3,,,,,,,500,1,"N01",,,,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,3,3,7,3,1,5,149,1,1,3,,,,,,,500,1,"N01",,,,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,4,3,7,3,1,5,149,1,1,1,1,8,2001,1,2,,,,,,2,1000,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,5,3,7,3,1,5,149,1,3,1,1,8,2001,1,2,,,,,,2,500,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,6,3,7,3,1,5,149,1,1,1,1,8,2001,1,2,,,,,,2,1000,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,7,3,7,3,1,5,149,1,3,1,1,8,2001,1,2,,,,,,2,1500,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,8,3,7,3,1,5,149,1,1,1,1,8,2001,1,2,,,,,,2,400,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,9,3,7,3,1,5,149,1,1,3,,,,,,,800,1,"N01",,,,,,
"0307030010514901","03070300105149","03070300105",1,6774.1865234375,10,3,7,3,1,5,149,1,1,3,,,,,,,600,1,"N01",,,,,,
"0307030010516701","03070300105167","03070300105",1,6774.1865234375,1,3,7,3,1,5,167,1,6,2,1,6,2001,1,2,,,,,,2,800,,,
"0307030010516701","03070300105167","03070300105",1,6774.1865234375,2,3,7,3,1,5,167,1,1,2,1,6,2001,1,2,,,,,,2,150,,,
"0307030010516701","03070300105167","03070300105",1,6774.1865234375,3,3,7,3,1,5,167,1,2,2,1,6,2001,1,2,,,,,,2,300,,,
"0307030010516701","03070300105167","03070300105",1,6774.1865234375,4,3,7,3,1,5,167,1,1,2,1,6,2001,1,2,,,,,,2,400,,,
"0307030010516701","03070300105167","03070300105",1,6774.1865234375,5,3,7,3,1,5,167,1,1,2,1,6,2001,1,2,,,,,,2,500,,,
"0307030010516701","03070300105167","03070300105",1,6774.1865234375,6,3,7,3,1,5,167,1,2,2,1,6,2001,1,2,,,,,,2,200,,,
"0307030010516701","03070300105167","03070300105",1,6774.1865234375,7,3,7,3,1,5,167,1,2,2,1,6,2001,1,2,,,,,,2,100,,,
"0307040130200301","03070401302003","03070401302",1,4862.423828125,1,3,7,4,13,2,3,1,8,1,2,,,,,,,,,,2,1500,,,
"0307040130200301","03070401302003","03070401302",1,4862.423828125,2,3,7,4,13,2,3,1,2,3,,,,,,,780,1,"N01",,2,780,,,
"0307040130200301","03070401302003","03070401302",1,4862.423828125,3,3,7,4,13,2,3,1,1,1,2,,,,,,,,,,2,700,,,
"0307040130200301","03070401302003","03070401302",1,4862.423828125,4,3,7,4,13,2,3,1,1,1,2,,,,,,,,,,2,100,,,
"0307040130200301","03070401302003","03070401302",1,4862.423828125,5,3,7,4,13,2,3,1,2,1,2,,,,,,,,,,2,700,,,
"0307040130201701","03070401302017","03070401302",1,4862.423828125,1,3,7,4,13,2,17,1,5,1,1,7,1997,1,,,,,,,2,600,,,
"0307040130201701","03070401302017","03070401302",1,4862.423828125,2,3,7,4,13,2,17,1,1,1,1,7,1997,1,,,,,,,2,50,,,
"0307040130201701","03070401302017","03070401302",1,4862.423828125,3,3,7,4,13,2,17,1,3,1,1,7,1997,1,,,,,,,2,1500,,,
"0307040130201701","03070401302017","03070401302",1,4862.423828125,4,3,7,4,13,2,17,1,1,1,1,7,1997,1,,,,,,,1,,1,300,
"0307040130202401","03070401302024","03070401302",1,4862.423828125,1,3,7,4,13,2,24,1,1,11,,,,,,,,,,,,80,,,
"0307040130202401","03070401302024","03070401302",1,4862.423828125,2,3,7,4,13,2,24,1,1,11,,,,,,,,,,,,150,,,
"0307040130202401","03070401302024","03070401302",1,4862.423828125,3,3,7,4,13,2,24,1,3,4,,,,,,,,,,,,250,,,
"0307040130202401","03070401302024","03070401302",1,4862.423828125,4,3,7,4,13,2,24,1,1,11,,,,,,,,,,,,100,,,
"0307040130202401","03070401302024","03070401302",1,4862.423828125,5,3,7,4,13,2,24,1,3,1,2,,,,,,,,,,2,400,,,
"0307040130202401","03070401302024","03070401302",1,4862.423828125,6,3,7,4,13,2,24,1,2,11,,,,,,,,,,,,500,,,
"0307040130203801","03070401302038","03070401302",1,4862.423828125,1,3,7,4,13,2,38,1,7,1,1,7,1997,1,2,,,,,,2,1000,,,
"0307040130203801","03070401302038","03070401302",1,4862.423828125,2,3,7,4,13,2,38,1,1,1,1,7,1997,1,2,,,,,,2,300,,,
"0307040130203801","03070401302038","03070401302",1,4862.423828125,3,3,7,4,13,2,38,1,1,1,1,7,1997,1,2,,,,,,2,600,,,
"0307040130203801","03070401302038","03070401302",1,4862.423828125,4,3,7,4,13,2,38,1,3,1,1,7,1997,1,2,,,,,,2,1300,,,
"0307040130203801","03070401302038","03070401302",1,4862.423828125,5,3,7,4,13,2,38,1,1,1,1,7,1997,1,2,,,,,,2,800,,,
"0307040130203801","03070401302038","03070401302",1,4862.423828125,6,3,7,4,13,2,38,1,4,1,1,7,1997,1,2,,,,,,2,800,,,
"0307040130204501","03070401302045","03070401302",1,4862.423828125,1,3,7,4,13,2,45,1,6,1,1,7,1997,1,,,,,,,2,400,,,
"0307040130204501","03070401302045","03070401302",1,4862.423828125,2,3,7,4,13,2,45,1,1,1,1,7,1997,1,,,,,,,2,1100,,,
"0307040130204501","03070401302045","03070401302",1,4862.423828125,3,3,7,4,13,2,45,1,1,1,1,7,1997,1,,,,,,,2,130,,,
"0307040130204501","03070401302045","03070401302",1,4862.423828125,4,3,7,4,13,2,45,1,2,1,1,7,1997,1,,,,,,,2,400,,,
"0307040130204501","03070401302045","03070401302",1,4862.423828125,5,3,7,4,13,2,45,1,1,1,1,7,1997,1,,,,,,,2,80,,,
"0307040130204501","03070401302045","03070401302",1,4862.423828125,6,3,7,4,13,2,45,1,1,1,1,7,1997,1,,,,,,,2,20,,,
"0307040130206601","03070401302066","03070401302",1,4862.423828125,1,3,7,4,13,2,66,1,3,11,,,,,,,,,,,,200,,,
"0307040130206601","03070401302066","03070401302",1,4862.423828125,2,3,7,4,13,2,66,1,1,11,,,,,,,,,,,,2000,,,
"0307040130208701","03070401302087","03070401302",1,4862.423828125,1,3,7,4,13,2,87,1,5,1,1,7,1997,1,2,,,,,,2,1500,,,
"0307040130208701","03070401302087","03070401302",1,4862.423828125,2,3,7,4,13,2,87,1,1,1,1,7,1997,1,2,,,,,,2,100,,,
"0307040130208701","03070401302087","03070401302",1,4862.423828125,3,3,7,4,13,2,87,1,2,1,1,7,1997,1,2,,,,,,2,1000,,,
"0307040130208701","03070401302087","03070401302",1,4862.423828125,4,3,7,4,13,2,87,1,1,1,1,7,1997,1,2,,,,,,2,800,,,
"0307040130208701","03070401302087","03070401302",1,4862.423828125,5,3,7,4,13,2,87,1,1,1,1,7,1997,1,2,,,,,,2,800,,,
"0307040130208701","03070401302087","03070401302",1,4862.423828125,6,3,7,4,13,2,87,1,1,1,1,7,1997,1,2,,,,,,1,,1,1500,
"0307040130208701","03070401302087","03070401302",1,4862.423828125,7,3,7,4,13,2,87,1,1,1,1,7,1997,1,2,,,,,,2,300,,,
"0307040130210801","03070401302108","03070401302",1,4862.423828125,1,3,7,4,13,2,108,1,5,11,,,,,,,,,,,,700,,,
"0307040130210801","03070401302108","03070401302",1,4862.423828125,2,3,7,4,13,2,108,1,2,10,,,,,,,,,,,,300,,,
"0307040130210801","03070401302108","03070401302",1,4862.423828125,3,3,7,4,13,2,108,1,2,11,,,,,,,,,,,,700,,,
"0307040130210801","03070401302108","03070401302",1,4862.423828125,4,3,7,4,13,2,108,1,1,3,,,,,,,,4,"N01",,,,,,
"0307040130210801","03070401302108","03070401302",1,4862.423828125,5,3,7,4,13,2,108,1,1,3,,,,,,,1500,4,"N01",,,,,,
"0307040130210801","03070401302108","03070401302",1,4862.423828125,6,3,7,4,13,2,108,1,1,11,,,,,,,,,,,,300,,,
"0307040130212901","03070401302129","03070401302",1,4862.423828125,1,3,7,4,13,2,129,1,5,1,2,,,,,,,,,,2,300,,,
"0307040130212901","03070401302129","03070401302",1,4862.423828125,2,3,7,4,13,2,129,1,1,3,,,,,,300,,4,"N01",,,,,,
