"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_rcq02_a","pp_rcq02_b","pp_rcq03_a","pp_rcq03_b","pp_rcq04","pp_rcq05","pp_rcq06_a","pp_rcq06_b","pp_rcq07_a","pp_rcq07_b","pp_rcq08","pp_rcq09"
"0305110030700101","03051100307001","03051100307",1,3260.21875,12,1,3,5,11,3,7,1,1,19,75,3,79,,,,,,,,
"0305110030700101","03051100307001","03051100307",1,3260.21875,13,1,3,5,11,3,7,1,1,,,,,9,117,2,10,23,20,2,13
"0305110030700101","03051100307001","03051100307",1,3260.21875,14,1,3,5,11,3,7,1,1,,,,,,,,,,,,
"0305110030700101","03051100307001","03051100307",1,3260.21875,15,1,3,5,11,3,7,1,1,,,,,9,222,6,50,8,90,3,5
"0305110030700101","03051100307001","03051100307",1,3260.21875,16,1,3,5,11,3,7,1,1,,,,,,,,,,,,
"0305110030700101","03051100307001","03051100307",1,3260.21875,17,1,3,5,11,3,7,1,1,,,,,5,7,20,70,23,60,6,13
"0305110030700101","03051100307001","03051100307",1,3260.21875,18,1,3,5,11,3,7,1,1,,,,,4,120,5,40,25,50,3,17
"0305110030702101","03051100307021","03051100307",1,3260.21875,1,1,3,5,11,3,7,21,1,89,23,0,60,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,2,1,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,3,1,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,4,1,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,4,2,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,4,3,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,4,4,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,4,5,3,5,11,3,7,21,1,26,28,1,10,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,4,6,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,5,1,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,6,1,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030702101","03051100307021","03051100307",1,3260.21875,7,1,3,5,11,3,7,21,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,1,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,2,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,2,2,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,2,3,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,2,4,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,2,5,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,3,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,3,2,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,3,3,3,5,11,3,7,40,1,22,44,1,29,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,3,4,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,3,5,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,4,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,5,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,6,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,6,2,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,7,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,8,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,9,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,10,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,10,2,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,11,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,12,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,13,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,14,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,14,2,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030704001","03051100307040","03051100307",1,3260.21875,15,1,3,5,11,3,7,40,1,,,,,,,,,,,,
"0305110030706301","03051100307063","03051100307",1,3260.21875,1,1,3,5,11,3,7,63,1,36,69,,,,,,,,,,
"0305110030706301","03051100307063","03051100307",1,3260.21875,2,1,3,5,11,3,7,63,1,,,,,,,,,,,,
"0305110030706301","03051100307063","03051100307",1,3260.21875,3,1,3,5,11,3,7,63,1,,,,,,,,,,,,
"0305110030706301","03051100307063","03051100307",1,3260.21875,5,1,3,5,11,3,7,63,1,,,,,,,,,,,,
"0305110030706301","03051100307063","03051100307",1,3260.21875,6,1,3,5,11,3,7,63,1,,,,,,,,,,,,
"0305110030706301","03051100307063","03051100307",1,3260.21875,6,2,3,5,11,3,7,63,1,,,,,,,,,,,,
"0305110030708201","03051100307082","03051100307",1,3260.21875,1,1,3,5,11,3,7,82,1,26,39,1,23,,,,,,,,
"0305110030708201","03051100307082","03051100307",1,3260.21875,3,1,3,5,11,3,7,82,1,,,,,,,,,,,,
"0305110030708201","03051100307082","03051100307",1,3260.21875,5,1,3,5,11,3,7,82,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,1,1,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,2,1,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,2,2,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,2,3,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,3,1,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,3,2,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,3,3,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,3,4,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,3,5,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,3,6,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030710201","03051100307102","03051100307",1,3260.21875,4,1,3,5,11,3,7,102,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,1,1,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,1,2,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,1,3,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,2,1,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,1,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,2,3,5,11,3,7,126,1,21,66,1,94,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,3,3,5,11,3,7,126,1,14,95,0,90,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,4,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,5,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,6,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,7,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,8,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,3,9,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,4,1,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,4,2,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,5,1,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,5,2,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,5,3,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,5,4,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,6,1,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,7,1,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030712601","03051100307126","03051100307",1,3260.21875,8,1,3,5,11,3,7,126,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,1,3,5,11,3,7,144,1,50,81,0,77,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,2,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,3,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,4,3,5,11,3,7,144,1,11,94,1,26,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,5,3,5,11,3,7,144,1,14,16,2,16,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,6,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,7,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,8,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,9,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,10,3,5,11,3,7,144,1,16,40,2,11,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,1,11,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,2,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,2,2,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,2,3,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,3,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,4,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,5,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,5,2,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,6,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,7,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,7,2,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,8,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,9,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,10,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,11,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030714401","03051100307144","03051100307",1,3260.21875,12,1,3,5,11,3,7,144,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,1,1,3,5,11,3,7,166,1,78,98,0,39,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,2,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,3,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,4,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,5,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,6,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,7,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,7,2,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,8,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,9,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,10,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,11,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,12,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,13,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,14,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,14,2,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,14,3,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,15,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,16,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716601","03051100307166","03051100307",1,3260.21875,17,1,3,5,11,3,7,166,1,,,,,,,,,,,,
"0305110030716603","03051100307166","03051100307",1,3260.21875,1,1,3,5,11,3,7,166,3,,,,,,,,,,,,
"0305110030718401","03051100307184","03051100307",1,3260.21875,1,1,3,5,11,3,7,184,1,,,,,,,,,,,,
"0305110030718401","03051100307184","03051100307",1,3260.21875,2,1,3,5,11,3,7,184,1,,,,,,,,,,,,
"0305110030718401","03051100307184","03051100307",1,3260.21875,2,2,3,5,11,3,7,184,1,,,,,,,,,,,,
"0305110030718401","03051100307184","03051100307",1,3260.21875,3,1,3,5,11,3,7,184,1,,,,,,,,,,,,
"0305110030718401","03051100307184","03051100307",1,3260.21875,4,1,3,5,11,3,7,184,1,,,,,,,,,,,,
"0305110030718401","03051100307184","03051100307",1,3260.21875,5,1,3,5,11,3,7,184,1,,,,,,,,,,,,
"0305110030718401","03051100307184","03051100307",1,3260.21875,6,1,3,5,11,3,7,184,1,,,,,,,,,,,,
"0305110030718401","03051100307184","03051100307",1,3260.21875,7,1,3,5,11,3,7,184,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,1,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,2,3,5,13,7,2,3,1,17,23,4,54,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,3,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,4,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,5,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,6,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,7,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,8,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,9,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,10,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,1,11,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,2,1,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,2,2,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,2,3,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,3,1,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,4,1,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,5,1,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,6,1,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,7,1,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,7,2,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070200301","03051300702003","03051300702",1,3222.39526367188,8,1,3,5,13,7,2,3,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,1,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,2,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,3,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,4,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,5,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,6,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,7,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,8,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,1,9,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,2,1,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,2,2,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,2,3,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,2,4,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,2,5,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,2,6,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,3,1,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,4,1,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,4,2,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,4,3,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,4,4,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,4,5,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,4,6,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,4,7,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,5,1,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,6,1,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,7,1,3,5,13,7,2,17,1,1845,97,3,45,13,241,4,7,3,1,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,7,2,3,5,13,7,2,17,1,2445,9,,,6,220,14,24,13,13,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,7,3,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,7,4,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070201701","03051300702017","03051300702",1,3222.39526367188,8,1,3,5,13,7,2,17,1,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,1,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,2,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,3,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,4,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,5,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,6,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,7,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,8,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,9,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,10,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,11,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,12,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,13,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,14,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,15,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,16,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,17,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,18,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,19,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,20,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,21,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,22,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,23,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,24,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,1,25,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,2,1,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,2,2,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,3,1,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,4,1,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,4,2,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,6,1,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,6,2,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,7,1,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,7,2,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,8,1,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,8,2,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,9,1,3,5,13,7,2,24,3,914,50,1,59,34,6,15,50,2,8,,
"0305130070202403","03051300702024","03051300702",1,3222.39526367188,9,2,3,5,13,7,2,24,3,,,,,,,,,,,,
"0305130070203801","03051300702038","03051300702",1,3222.39526367188,1,1,3,5,13,7,2,38,1,,,,,,,,,,,,
"0305130070203801","03051300702038","03051300702",1,3222.39526367188,1,2,3,5,13,7,2,38,1,,,,,,,,,,,,
"0305130070203801","03051300702038","03051300702",1,3222.39526367188,1,3,3,5,13,7,2,38,1,,,,,,,,,,,,
"0305130070203801","03051300702038","03051300702",1,3222.39526367188,1,4,3,5,13,7,2,38,1,,,,,,,,,,,,
"0305130070203801","03051300702038","03051300702",1,3222.39526367188,1,5,3,5,13,7,2,38,1,,,,,,,,,,,,
"0305130070203801","03051300702038","03051300702",1,3222.39526367188,1,6,3,5,13,7,2,38,1,,,,,,,,,,,,
