"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","crop_name","crop_code","pp_s5q01","pp_s5q02","pp_s5q03","pp_s5q04_a","pp_s5q04_b","pp_s5q05_a","pp_s5q05_b","pp_s5q06","pp_s5q07","pp_s5q08","pp_s5q09","pp_s5q10","pp_s5q11","pp_s5q12_a","pp_s5q12_b","pp_s5q13","pp_s5q14_a","pp_s5q14_b","pp_s5q15_a","pp_s5q15_b","pp_s5q16","pp_s5q17","pp_s5q18_a","pp_s5q18_b","pp_s5q19_a","pp_s5q19_b"
"0310010110609401","03100101106094","03100101106",1,1329.68664550781,1,2,3,10,1,11,6,94,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310010110609401","03100101106094","03100101106",1,1329.68664550781,1,2,3,10,1,11,6,94,1,"OTHER FRUITS",115,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310010110609401","03100101106094","03100101106",1,1329.68664550781,1,4,3,10,1,11,6,94,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310010110609401","03100101106094","03100101106",1,1329.68664550781,1,4,3,10,1,11,6,94,1,"OTHER FRUITS",115,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310010110609401","03100101106094","03100101106",1,1329.68664550781,2,1,3,10,1,11,6,94,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"0310010110612201","03100101106122","03100101106",1,1329.68664550781,2,1,3,10,1,11,6,122,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,14,400,14,400
"0310010110612201","03100101106122","03100101106",1,1329.68664550781,3,1,3,10,1,11,6,122,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,7,500,7,500
"0310010110612201","03100101106122","03100101106",1,1329.68664550781,4,1,3,10,1,11,6,122,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,15,0,15,0
"0310010110612201","03100101106122","03100101106",1,1329.68664550781,5,1,3,10,1,11,6,122,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,18,750,18,750
"0310010110614201","03100101106142","03100101106",1,1329.68664550781,2,1,3,10,1,11,6,142,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,15,0,15,0
"0310010110614201","03100101106142","03100101106",1,1329.68664550781,3,1,3,10,1,11,6,142,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,3,750,3,750
"0310010110614201","03100101106142","03100101106",1,1329.68664550781,3,3,3,10,1,11,6,142,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,520,1,520
"0310010110615901","03100101106159","03100101106",1,1329.68664550781,2,1,3,10,1,11,6,159,1,"SORGHUM",6,1,3,1,"N01",,9,0,1,2,50,1,,,,,2,,,,,,2,,,9,0
"0310010110617401","03100101106174","03100101106",1,1329.68664550781,2,1,3,10,1,11,6,174,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,7,500,7,500
"0310010110617401","03100101106174","03100101106",1,1329.68664550781,2,2,3,10,1,11,6,174,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,540,1,540
"0310010110617401","03100101106174","03100101106",1,1329.68664550781,2,2,3,10,1,11,6,174,1,"SUGAR CANE",76,1,3,1,"N01",,,,1,,80,1,,,,,2,,,,,,2,,,,
"0310010110617401","03100101106174","03100101106",1,1329.68664550781,3,1,3,10,1,11,6,174,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,8,250,8,250
"0310010110617401","03100101106174","03100101106",1,1329.68664550781,4,1,3,10,1,11,6,174,1,"SORGHUM",6,1,3,1,"N01",,12,60,1,0,300,1,,,,,2,,,,,,2,,,12,600
"0310020160100401","03100201601004","03100201601",1,2019.892578125,1,3,3,10,2,16,1,4,1,"TOBACCO",78,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160100401","03100201601004","03100201601",1,2019.892578125,2,1,3,10,2,16,1,4,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,7,380,7,380
"0310020160100401","03100201601004","03100201601",1,2019.892578125,2,1,3,10,2,16,1,4,1,"SESAME",27,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,240,1,240
"0310020160100401","03100201601004","03100201601",1,2019.892578125,3,1,3,10,2,16,1,4,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,7,380,7,380
"0310020160101901","03100201601019","03100201601",1,2019.892578125,1,2,3,10,2,16,1,19,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,1,3,3,10,2,16,1,19,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,1,4,3,10,2,16,1,19,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,1,5,3,10,2,16,1,19,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,1,6,3,10,2,16,1,19,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,1,7,3,10,2,16,1,19,1,"TOBACCO",78,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,1,8,3,10,2,16,1,19,1,"RED PEPPER",38,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,1,3,10,2,16,1,19,1,"MAIZE",2,1,1,2,,,,,,,,,,,,,2,,,,,,1,0,330,0,330
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,1,3,10,2,16,1,19,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,1,3,10,2,16,1,19,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,2,3,10,2,16,1,19,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,240,1,240
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,2,3,10,2,16,1,19,1,"SESAME",27,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,330,0,330
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,3,3,10,2,16,1,19,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,330,0,330
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,3,3,10,2,16,1,19,1,"SESAME",27,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,170,0,170
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,5,3,10,2,16,1,19,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,460,2,460
"0310020160101901","03100201601019","03100201601",1,2019.892578125,2,5,3,10,2,16,1,19,1,"SESAME",27,1,3,2,,,,,,,,,,,,,2,,,,,,1,0,400,0,400
"0310020160103401","03100201601034","03100201601",1,2019.892578125,2,1,3,10,2,16,1,34,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,2,2,3,10,2,16,1,34,1,"RED PEPPER",38,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,2,4,3,10,2,16,1,34,1,"ORANGES",47,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,2,5,3,10,2,16,1,34,1,"ONION",58,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,2,6,3,10,2,16,1,34,1,"RED PEPPER",38,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,2,7,3,10,2,16,1,34,1,"ONION",58,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,2,8,3,10,2,16,1,34,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,2,9,3,10,2,16,1,34,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,3,1,3,10,2,16,1,34,1,"SORGHUM",6,1,1,1,"N01",,2,60,1,0,25,1,,,,,2,,,,,,2,,,2,600
"0310020160103401","03100201601034","03100201601",1,2019.892578125,3,1,3,10,2,16,1,34,1,"SESAME",27,1,1,1,"N01",,0,63,1,0,10,1,,,,,2,,,,,,2,,,0,630
"0310020160103401","03100201601034","03100201601",1,2019.892578125,4,1,3,10,2,16,1,34,1,"SORGHUM",6,1,1,1,"N01",,2,60,1,0,25,1,,,,,2,,,,,,2,,,2,600
"0310020160103401","03100201601034","03100201601",1,2019.892578125,4,2,3,10,2,16,1,34,1,"COFFEE",72,1,1,1,"N01",,0,63,1,0,10,1,,,,,2,,,,,,2,,,0,630
"0310020160103401","03100201601034","03100201601",1,2019.892578125,4,3,3,10,2,16,1,34,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,4,4,3,10,2,16,1,34,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,4,5,3,10,2,16,1,34,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,4,6,3,10,2,16,1,34,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160103401","03100201601034","03100201601",1,2019.892578125,4,7,3,10,2,16,1,34,1,"AVOCADOS",84,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160106501","03100201601065","03100201601",1,2019.892578125,1,2,3,10,2,16,1,65,1,"OTHER SPICES",117,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160106501","03100201601065","03100201601",1,2019.892578125,2,1,3,10,2,16,1,65,1,"SORGHUM",6,1,1,1,"N01",,2,48,1,0,2000,1,,,,,2,,,,,,2,,,2,480
"0310020160106501","03100201601065","03100201601",1,2019.892578125,2,2,3,10,2,16,1,65,1,"SORGHUM",6,1,1,1,"N01",,0,34,1,0,3,1,,,,,2,,,,,,2,,,0,340
"0310020160106501","03100201601065","03100201601",1,2019.892578125,2,3,3,10,2,16,1,65,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160106501","03100201601065","03100201601",1,2019.892578125,2,4,3,10,2,16,1,65,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160106501","03100201601065","03100201601",1,2019.892578125,2,5,3,10,2,16,1,65,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160106501","03100201601065","03100201601",1,2019.892578125,2,6,3,10,2,16,1,65,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160106501","03100201601065","03100201601",1,2019.892578125,2,7,3,10,2,16,1,65,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160106501","03100201601065","03100201601",1,2019.892578125,2,8,3,10,2,16,1,65,1,"RED PEPPER",38,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160106501","03100201601065","03100201601",1,2019.892578125,3,1,3,10,2,16,1,65,1,"SORGHUM",6,1,1,1,"N01",,2,48,1,0,20,1,,,,,2,,,,,,2,,,2,480
"0310020160106501","03100201601065","03100201601",1,2019.892578125,3,1,3,10,2,16,1,65,1,"SESAME",27,1,1,1,"N01",,0,33,1,0,5,1,,,,,2,,,,,,2,,,0,330
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,2,3,10,2,16,1,80,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,3,0,3,0
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,3,3,10,2,16,1,80,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,0,680,0,680
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,4,3,10,2,16,1,80,1,"MAIZE",2,1,1,2,,,,,,,,,,,,,2,,,,,,1,0,340,0,340
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,4,3,10,2,16,1,80,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,4,3,10,2,16,1,80,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,5,3,10,2,16,1,80,1,"ORANGES",47,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,7,3,10,2,16,1,80,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,8,3,10,2,16,1,80,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,9,3,10,2,16,1,80,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,10,3,10,2,16,1,80,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,11,3,10,2,16,1,80,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,13,3,10,2,16,1,80,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160108001","03100201601080","03100201601",1,2019.892578125,2,14,3,10,2,16,1,80,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160109601","03100201601096","03100201601",1,2019.892578125,2,1,3,10,2,16,1,96,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,0,990,0,990
"0310020160109601","03100201601096","03100201601",1,2019.892578125,2,1,3,10,2,16,1,96,1,"SESAME",27,1,1,2,,,,,,,,,,,,,2,,,,,,1,0,200,0,200
"0310020160109601","03100201601096","03100201601",1,2019.892578125,2,2,3,10,2,16,1,96,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,0,990,0,990
"0310020160109601","03100201601096","03100201601",1,2019.892578125,2,2,3,10,2,16,1,96,1,"SESAME",27,1,1,2,,,,,,,,,,,,,2,,,,,,1,0,140,0,140
"0310020160111101","03100201601111","03100201601",1,2019.892578125,1,2,3,10,2,16,1,111,1,"MAIZE",2,1,1,1,"N01",,0,66,1,0,5,1,,,,,2,,,,,,2,,,0,660
"0310020160111101","03100201601111","03100201601",1,2019.892578125,1,3,3,10,2,16,1,111,1,"TOMATOES",63,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160111101","03100201601111","03100201601",1,2019.892578125,1,4,3,10,2,16,1,111,1,"MAIZE",2,1,1,1,"N01",,0,34,1,0,250,1,,,,,2,,,,,,2,,,0,340
"0310020160111101","03100201601111","03100201601",1,2019.892578125,1,4,3,10,2,16,1,111,1,"PUMPKINS",61,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160111101","03100201601111","03100201601",1,2019.892578125,2,2,3,10,2,16,1,111,1,"TOMATOES",63,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310020160111101","03100201601111","03100201601",1,2019.892578125,2,3,3,10,2,16,1,111,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,280,1,280
"0310020160111101","03100201601111","03100201601",1,2019.892578125,3,1,3,10,2,16,1,111,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,280,1,280
"0310020160112601","03100201601126","03100201601",1,2019.892578125,1,3,3,10,2,16,1,126,1,"MAIZE",2,1,1,1,"N01",,0,30,1,0,3,1,,,,,2,,,,,,2,,,0,200
"0310040040800401","03100400408004","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,4,1,"MAIZE",2,1,8,1,"N01",,2,32,1,100,10,1,,,,,2,,,,,,2,,,2,320
"0310040040800401","03100400408004","03100400408",1,1624.57446289063,3,1,3,10,4,4,8,4,1,"MAIZE",2,1,8,1,"N01",,2,32,1,100,10,1,,,,,2,,,,,,2,,,2,320
"0310040040800401","03100400408004","03100400408",1,1624.57446289063,3,1,3,10,4,4,8,4,1,"SORGHUM",6,1,8,1,"N01",,4,64,1,3,40,1,,,,,2,,,,,,2,,,4,640
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,1,2,3,10,4,4,8,24,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,,10,,10
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,1,2,3,10,4,4,8,24,1,"SUNFLOWER",28,1,3,2,,,,,,,,,,,,,2,,,,,,1,,10,,10
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,1,3,3,10,4,4,8,24,1,"CORIANDER",79,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,1,4,3,10,4,4,8,24,1,"OTHER SPICES",117,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,1,5,3,10,4,4,8,24,1,"GUAVA",65,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,1,6,3,10,4,4,8,24,1,"CAULIFLOWER",54,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,1,6,3,10,4,4,8,24,1,"TOMATOES",63,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,24,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,9,280,9,280
"0310040040802401","03100400408024","03100400408",1,1624.57446289063,3,1,3,10,4,4,8,24,1,"TEFF",7,1,3,2,,,,,,,,,,,,,2,,,,,,1,11,520,11,520
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,80,1,"MAIZE",2,1,6,2,,,,,,,,,,,,,2,,,,,,1,2,400,2,400
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,2,2,3,10,4,4,8,80,1,"SORGHUM",6,1,6,2,,,,,,,,,,,,,2,,,,,,1,6,960,6,960
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,2,3,3,10,4,4,8,80,1,"TEFF",7,1,6,2,,,,,,,,,,,,,2,,,,,,1,5,760,5,760
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,2,3,3,10,4,4,8,80,1,"RAPE SEED",26,1,6,2,,,,,,,,,,,,,2,,,,,,1,,10,,10
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,2,3,3,10,4,4,8,80,1,"TOBACCO",78,1,6,2,,,,,,,,,,,,,2,,,,,,1,,60,,60
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,2,4,3,10,4,4,8,80,1,"MANGOS",46,1,6,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,2,4,3,10,4,4,8,80,1,"TOBACCO",78,1,6,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,2,5,3,10,4,4,8,80,1,"OTHER SPICES",117,1,6,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,4,1,3,10,4,4,8,80,1,"COFFEE",72,1,6,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040808001","03100400408080","03100400408",1,1624.57446289063,4,2,3,10,4,4,8,80,1,"CHAT",71,1,6,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,1,2,3,10,4,4,8,100,1,"GUAVA",65,1,8,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,100,1,"HARICOT BEANS",12,1,8,1,"N01",,10,50,1,50,350,1,,,,,2,,,,,,2,,,10,500
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,100,1,"SUNFLOWER",28,1,8,2,,,,,,,,,,,,,2,,,,,,1,,80,,80
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,3,1,3,10,4,4,8,100,1,"MAIZE",2,1,8,2,,,,,,,,,,,,,2,,,,,,1,,900,0,900
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,3,1,3,10,4,4,8,100,1,"SORGHUM",6,1,8,2,,,,,,,,,,,,,2,,,,,,1,1,740,1,740
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,4,1,3,10,4,4,8,100,1,"SORGHUM",6,1,8,2,,,,,,,,,,,,,2,,,,,,1,1,740,1,740
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,4,1,3,10,4,4,8,100,1,"SESAME",27,1,8,1,"N02",,,10,1,1,2,1,,,,,2,,,,,,1,,10,,10
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,5,1,3,10,4,4,8,100,1,"BLACK CUMIN",31,1,8,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040810001","03100400408100","03100400408",1,1624.57446289063,5,2,3,10,4,4,8,100,1,"TEFF",7,1,8,2,,,,,,,,,,,,,2,,,,,,2,,,5,70
"0310040040812001","03100400408120","03100400408",1,1624.57446289063,1,2,3,10,4,4,8,120,1,"MAIZE",2,1,2,1,"N02",,0,580,1,400,500,1,,,,,2,,,,,,2,,,580,
"0310040040812001","03100400408120","03100400408",1,1624.57446289063,1,3,3,10,4,4,8,120,1,"MAIZE",2,1,2,1,"N02",,0,290,1,400,500,1,,,,,2,,,,,,2,,,,290
"0310040040812001","03100400408120","03100400408",1,1624.57446289063,1,3,3,10,4,4,8,120,1,"PUMPKINS",61,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040812001","03100400408120","03100400408",1,1624.57446289063,1,3,3,10,4,4,8,120,1,"TOMATOES",63,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040812001","03100400408120","03100400408",1,1624.57446289063,1,4,3,10,4,4,8,120,1,"HARICOT BEANS",12,1,2,1,"N02",,0,170,,400,150,1,,,,,2,,,,,,2,,,,170
"0310040040812001","03100400408120","03100400408",1,1624.57446289063,1,5,3,10,4,4,8,120,1,"MANGOS",46,,,,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,1,4,3,10,4,4,8,141,1,"MAIZE",2,1,2,1,"N03",,1,16,1,4,5,1,,,,,2,,,,,,2,,,1,160
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,141,1,"MAIZE",2,1,2,1,"N03",,2,90,1,4,3,1,,,,,2,,,,,,2,,,,290
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,141,1,"SORGHUM",6,1,2,2,,,,,,,,,,,,,2,,,,,,1,18,560,18,560
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,141,1,"SESAME",27,1,2,2,,,,,,,,,,,,,2,,,,,,1,,460,,460
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,2,2,3,10,4,4,8,141,1,"TEFF",7,1,2,2,,,,,,,,,,,,,2,,,,,,1,14,400,14,400
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,2,2,3,10,4,4,8,141,1,"RAPE SEED",26,1,2,2,,,,,,,,,,,,,2,,,,,,1,,150,,150
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,2,2,3,10,4,4,8,141,1,"SUNFLOWER",28,1,2,2,,,,,,,,,,,,,2,,,,,,1,,380,,380
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,2,3,3,10,4,4,8,141,1,"SORGHUM",6,1,2,2,,,,,,,,,,,,,2,,,,,,1,,580,,580
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,2,3,3,10,4,4,8,141,1,"HARICOT BEANS",12,1,2,1,"N03",,1,50,1,4,30,1,,,,,2,,,,,,1,1,50,1,50
"0310040040814101","03100400408141","03100400408",1,1624.57446289063,3,1,3,10,4,4,8,141,1,"SORGHUM",6,1,2,2,,,,,,,,,,,,,2,,,,,,1,4,460,4,460
"0310040040816201","03100400408162","03100400408",1,1624.57446289063,1,2,3,10,4,4,8,162,1,"MAIZE",2,1,3,1,"N01",,0,870,1,3,6,1,,,,,2,,,,,,2,,,,870
"0310040040816201","03100400408162","03100400408",1,1624.57446289063,1,2,3,10,4,4,8,162,1,"SORGHUM",6,1,3,1,"N02",,10,,1,1,8,1,,,,,2,,,,,,2,,,,10
"0310040040816201","03100400408162","03100400408",1,1624.57446289063,1,3,3,10,4,4,8,162,1,"MAIZE",2,1,3,1,"N01",,0,290,1,3,1,1,,,,,2,,,,,,2,,,,290
"0310040040816201","03100400408162","03100400408",1,1624.57446289063,1,3,3,10,4,4,8,162,1,"SORGHUM",6,1,3,1,"N02",,10,,1,1,8,1,,,,,2,,,,,,2,,,,10
"0310040040816201","03100400408162","03100400408",1,1624.57446289063,1,6,3,10,4,4,8,162,1,"OTHER SPICES",117,1,3,1,"N01",,0,0,1,1,1,1,,,,,2,,,,,,2,,,,
"0310040040816201","03100400408162","03100400408",1,1624.57446289063,1,7,3,10,4,4,8,162,1,"GREEN PEPPER",59,1,3,1,,,0,0,1,1,,1,,,,,2,,,,,,2,,,,
"0310040040816201","03100400408162","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,162,1,"SORGHUM",6,1,3,1,"N01",,1,74,1,4,20,1,,,,,2,,,,,,2,,,1,740
"0310040040818301","03100400408183","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,183,1,"MAIZE",2,1,8,1,"N02",,9,60,1,10,50,1,,,,,2,,,,,,2,,,9,600
"0310040040818301","03100400408183","03100400408",1,1624.57446289063,2,1,3,10,4,4,8,183,1,"SORGHUM",6,1,8,1,"N01",,11,60,1,10,70,1,,,,,2,,,,,,2,,,11,600
"0310040040820301","03100400408203","03100400408",1,1624.57446289063,1,2,3,10,4,4,8,203,1,"MANGOS",46,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040820301","03100400408203","03100400408",1,1624.57446289063,1,3,3,10,4,4,8,203,1,"MANGOS",46,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040820301","03100400408203","03100400408",1,1624.57446289063,1,4,3,10,4,4,8,203,1,"WATERMELON",83,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0310040040820301","03100400408203","03100400408",1,1624.57446289063,1,5,3,10,4,4,8,203,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,,340,,340
